"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"9744" 4358.5463620164 -0.274290079565096 0.0831591676555104 -3.29837451838566 0.000972463336934933 0.00571698476326847
"23527" 14087.9435932451 -0.467186432616562 0.0948777713203822 -4.92408734011017 8.47549780885675e-07 1.84306565480307e-05
"116983" 867.662981415385 0.0974321479567305 0.091289623760235 1.06728611580905 0.285842655764298 0.430881029165469
"38" 436.433980288189 0.258249033857206 0.0694352990320844 3.71927589363265 0.000199794726637448 0.00163640394200161
"39" 391.330651444981 0.187828819147569 0.0895466645454683 2.09755237786882 0.035944705653516 0.0964430582500851
"64746" 1438.87071195939 -0.00982404725824421 0.0578299618552159 -0.16987815559761 0.865105960713803 0.913583534619503
"79777" 108.663021570799 0.247791824334587 0.130974773622889 1.89190496368443 0.0585036443279273 0.137536122933086
"91452" 1209.31472293912 -0.00451785095038882 0.043222707847589 -0.104524940138401 0.916752777311599 0.948427956328345
"84320" 477.036510501688 0.00811778187158834 0.0593792996931664 0.136710636762908 0.891259521557263 0.931711477819698
"84680" 236.165114194478 0.522407154659277 0.23900103337497 2.18579454357283 0.0288306401533265 0.0816317634455889
"390110" 21.5379649966599 -0.2103379957032 0.34860143755271 -0.60337673068659 0.546258098465427 0.675018935960848
"65057" 150.377970401535 0.214616376236536 0.0974406467702034 2.20253439760792 0.0276275821324514 0.0791028785954888
"1636" 28.8570296674612 0.322304169788184 0.224782774662884 1.43384727887427 0.151615849621662 0.273953670489646
"340485" 251.862398408958 -0.0171472816598222 0.128914850620114 -0.133012461926143 0.894183524884237 0.933639852631946
"55331" 913.31691327655 -0.242156591059552 0.0913576039881041 -2.65064516240032 0.00803381955519916 0.0307085150312626
"43" 40.8316504834874 0.00471980037471871 0.321567072120196 0.0146774989852024 0.988289470634576 0.99358604363533
"22985" 3192.20917405018 -0.128228759820605 0.0821340225218656 -1.5612136832391 0.118473341547704 0.230434719287664
"2532" 62.4349472626254 -0.207732164795457 0.275890938642377 -0.752950299193149 0.451479780716884 0.592310430212495
"1238" 14.1098325819648 0.122611863606852 0.244343848824353 0.501800492203065 0.615807866871454 0.730520256327681
"57007" 102.080254879735 0.117732283522623 0.117096298567251 1.00543129853935 0.314689215237893 0.460715663493558
"47" 2905.4241431931 0.0431360910330694 0.0493221268043267 0.874578892435054 0.38180307675268 0.528556406600803
"48" 212.763073665775 0.0169258806191177 0.0690110983066923 0.245263168308051 0.806252668333244 0.873474266260125
"50" 803.545510206535 0.0656518657830591 0.114096975830828 0.575404083280889 0.565018043218355 0.691158071071239
"641371" 24.3071156296235 0.201172899829364 0.149928686593095 1.34179058324806 0.179663906347694 0.308998897805544
"26027" 18.3340307667527 0.120274120277264 0.282626237217788 0.425558934164284 0.670429269235322 0.774260771546801
"55856" 356.159781473505 -0.179525446022057 0.0943428906003985 -1.90290381055273 0.0570530976762313 0.134941019416516
"10965" 82.3453758139188 0.255527441508987 0.0925437358693211 2.76115329804507 0.00575976340132585 0.0237247397245089
"122970" 25.6917382220757 0.317979608427412 0.210721918842087 1.50900110522296 0.13129850034266 0.247665533566787
"11332" 45.0421572397137 -0.0215520157564342 0.126919499738603 -0.169808546368538 0.865160705515903 0.913583534619503
"10005" 404.696958659658 -0.0281609240650799 0.0550941573415631 -0.511141751211345 0.609251802456054 0.725666044231574
"23597" 1185.64151144164 -0.0774040116968219 0.0865390795313048 -0.894439969965496 0.371086534885166 0.518236375294828
"51" 6880.49440977186 -0.677004420840143 0.137566289990234 -4.92129591405136 8.59730239541989e-07 1.85990125294782e-05
"8310" 259.314073179362 -0.125034580661953 0.0953937804613938 -1.31072046895715 0.189952220612434 0.321683279849424
"55289" 19.5535132100786 -0.70343724742766 0.221882635859157 -3.17031229011618 0.001522751834183 0.00817842223464273
"52" 3267.15970586515 0.422432725691907 0.167035741744521 2.52899601773861 0.0114389325073323 0.0404506425480728
"53" 175.990003974245 0.0233679713152229 0.11956587221711 0.195440144264502 0.845048391925662 0.900636830877032
"54" 532.62399385661 0.424390164622072 0.163283617441338 2.59909825169412 0.00934690162253629 0.0346338072972133
"51205" 171.906007298701 -0.233182771309019 0.110671511703287 -2.10698099014123 0.0351192274061979 0.0949784396987015
"55" 658.886574757422 -0.40069159441479 0.144817660549438 -2.76686968215455 0.00565973745008447 0.0233931808064283
"84519" 499.196903644108 -0.0926192849617524 0.167331851084779 -0.553506605952902 0.579916558395759 0.702336543511221
"93953" 151.301102636247 -0.102875491551932 0.107681333763959 -0.955369774462848 0.339390733570617 0.486898896313876
"23205" 75.6283153718398 -0.404349530845789 0.287023466819657 -1.4087681935075 0.158903722999941 0.283340697103651
"80221" 217.928320085838 0.239217957499332 0.098585655961106 2.42649861348702 0.0152453085770783 0.0503648322820091
"197322" 644.109918119761 -0.0846732962183766 0.0992962062186953 -0.852734454243776 0.393806579641206 0.540321505552835
"2180" 48747.1725310611 -1.45919581636973 0.226488902195626 -6.44268130678376 1.17381009057274e-10 1.51043166200145e-08
"2181" 1797.88075904289 -0.488081489128091 0.0969085422016415 -5.03651667891692 4.74079818922018e-07 1.14975432719873e-05
"2182" 7243.19168925387 -0.736279902757478 0.134688784936917 -5.4665271730109 4.58938099590048e-08 1.75569194364055e-06
"51703" 1472.01692087757 0.308675967777728 0.0637964504245405 4.83845050506117 1.30855272362087e-06 2.60872802903674e-05
"23305" 1117.36395695457 0.590164442160462 0.169262075299695 3.48669033577378 0.000489037252095711 0.00334071477439233
"116285" 13.2954906648206 -0.23916502983087 0.286306614203897 -0.835345807486466 0.403523032899975 0.548720840371407
"6296" 128.811398828508 0.370922954379631 0.14591032472228 2.54212959285528 0.0110179313794856 0.0393621385254923
"84532" 1018.79268580802 0.252209058804681 0.110134194666247 2.29001591711802 0.0220203939611113 0.0664968064341549
"55902" 609.239880314689 -0.183178320172606 0.0800945884522731 -2.28702492530763 0.022194368278692 0.0669183412275822
"59" 63.106926353288 -0.357572799683709 0.215665630485215 -1.65799621793804 0.0973182297503282 0.19937432068587
"100132116" 17.5890437048488 -0.19892990392936 0.340820089586051 -0.583680099876078 0.559435558322141 0.686748557205723
"60" 56309.7395874203 -0.575900041272084 0.116646773209749 -4.93712792411775 7.92814696357802e-07 1.75342682134815e-05
"68" 25.5475346727263 -0.931385733623634 0.69647462276636 -1.33728595871048 0.181129312547256 0.310764010618267
"71" 38811.5368043277 -0.0123785593766218 0.115287307810751 -0.107371397699231 0.914494344635942 0.946720541621118
"644961" 66.3871036467034 0.090575065893425 0.148928467575144 0.608178324588776 0.543069208897103 0.67217928316551
"648740" 18.3295356333312 -0.402947572742055 0.265935017780328 -1.51521065599155 0.129719065370644 0.24564897200449
"170487" 90.678712108663 0.340312613435302 0.0975712805673726 3.48783588220222 0.000486946875384798 0.00333557538483999
"86" 532.045207472982 0.21529787815032 0.0727699586013633 2.95860932572093 0.00309030603345408 0.0143801748179558
"87" 5711.26687717946 -0.728774046216827 0.134743433545299 -5.40860528073025 6.35174450593171e-08 2.26308150932166e-06
"161159" 17.7594864164971 -0.145601246297832 0.172400224656189 -0.844553692364376 0.398360073280323 0.5447713187957
"55860" 1499.62654697069 -0.0981996002610864 0.0934272078743023 -1.0510813979714 0.293221206851203 0.438859385818825
"10121" 1988.26092319219 -0.207964185890586 0.0750026751172743 -2.77275691254228 0.00555836246405368 0.023115305439454
"10120" 1158.33456275704 0.227339008883072 0.0465405629438001 4.88474987201153 1.03560235323143e-06 2.14704775496849e-05
"10097" 18713.7706712883 -0.368325023802903 0.103247296035063 -3.56740600429691 0.000360532642708996 0.00261945555155346
"10096" 19905.5229261568 -0.291654566225005 0.0897006983733349 -3.25141912509016 0.00114830440087977 0.00652283820565414
"57180" 214.322187490131 -0.204965458131603 0.108525554351521 -1.88863774395206 0.05894038586151 0.138249745083415
"653857" 164.700098964217 -0.185059254402444 0.149349092414062 -1.23910531635088 0.215306498458673 0.351470138498798
"79913" 266.373162343653 0.183161822004093 0.0776697020492913 2.35821455691762 0.0183630760401691 0.0581124174685839
"64431" 494.323101539563 0.185410474385292 0.0854945454496773 2.16868191309849 0.0301068414759676 0.0844923435077173
"93973" 940.529313713568 0.120318251446909 0.0527960456251302 2.27892543887111 0.0226714979278129 0.0680013913958864
"90" 244.625050908149 -0.212857061897138 0.126409536790875 -1.68386869615127 0.0922070473120343 0.191421830219783
"91" 536.065958170212 -0.645220641681269 0.121268079631227 -5.32061399540067 1.03417622615751e-07 3.32688509117199e-06
"130399" 104.070950556246 0.609198602039586 0.148859800812646 4.09243193067496 4.26872572773894e-05 0.000473885980621829
"92" 536.242671051509 -0.0591492244723847 0.0831395476401454 -0.711445108270272 0.476808454703217 0.614409305613597
"93" 285.706954747896 0.461393894601311 0.148198649569844 3.11334749635395 0.00184978080392955 0.00951158755521236
"94" 31.8520166749858 -0.170870976627982 0.190265481138495 -0.898066089579348 0.369150316291371 0.516366043002124
"97" 62.6451609637205 0.408473597931781 0.117243153123103 3.48398680051611 0.000494003850227558 0.00336850255066898
"98" 333.210564847549 0.0776745255576385 0.0890789342263847 0.871974123087698 0.383222494541615 0.530050123479875
"100" 454.989204980319 0.437299245253305 0.133813490803624 3.26797576707014 0.00108319639671994 0.00623268312554231
"161823" 397.494134052401 -0.038051284956033 0.129379328412806 -0.294106372500435 0.768676621574227 0.847432910706699
"102" 8006.08442329264 -0.36925057900073 0.0836513495285151 -4.41416164929724 1.01402171557543e-05 0.000143922681052958
"8038" 23.192154404735 0.250479237221108 0.292287232906444 0.856962634769895 0.391465535147442 0.538057766794286
"8751" 599.736254309789 -0.214457063417584 0.113728518917908 -1.88569292432608 0.0593363469402216 0.138984803206255
"6868" 1861.9400884342 -0.245658371485657 0.123183548265928 -1.99424659334646 0.0461251125448383 0.116189613707027
"8728" 2129.27226540568 -1.09911780435539 0.136014610111226 -8.08088045436142 6.430082106754e-16 1.0011637840216e-12
"8748" 51.0741187081613 -0.570862470904051 0.29254838280797 -1.95134379286167 0.0510161628760175 0.124952281890765
"53616" 99.1750475153303 0.142458953992576 0.130066333719301 1.09527923113463 0.273394323505697 0.416801715640412
"8745" 30.7447350994899 0.396718689282014 0.201457811314609 1.96923954793927 0.0489255894353595 0.121301182724291
"10863" 622.819912880107 -0.0601074666348321 0.149717223471666 -0.401473292391154 0.688071697663208 0.787682988943177
"101" 8676.01757053211 -0.561754713288937 0.116723062236686 -4.81271397892076 1.48894313001253e-06 2.90511836269363e-05
"8754" 760.559294649145 -0.588572499466702 0.13980127977899 -4.21006517534866 2.55297029510258e-05 0.000309096014733648
"27299" 12.2506114347699 0.0527224531491637 0.196442286524356 0.268386476669456 0.788401847853466 0.860346003019237
"9510" 149.759425953692 0.484845520504359 0.261942696679602 1.85096025447659 0.0641752712362099 0.147160846820627
"81794" 208.698403070206 0.390847644004649 0.180466432880281 2.16576367009999 0.0303292508356178 0.0849939588751925
"170691" 56.97497611257 -0.124114030067442 0.19419019489482 -0.639136441130129 0.522734175289694 0.654468567808019
"9508" 29.8946871201494 0.552778803562955 0.218328788749691 2.53186401449194 0.0113457983006437 0.040185186428804
"11096" 50.6130833314097 -0.400814725586596 0.232196215066599 -1.7261897463386 0.0843132821171241 0.179749129505685
"11174" 154.687082212486 -0.0296669610358825 0.152099753374512 -0.195049369756927 0.845354298294312 0.900784308388585
"54507" 119.528862377057 -0.693277138739423 0.222029074551084 -3.12246105669335 0.00179345830839726 0.00928329317212278
"574406" 425.665850567742 -0.248220898534052 0.143138045140173 -1.73413642956331 0.0828938790977402 0.17775205860788
"11033" 1638.27268405689 -0.414503103997238 0.105764876204946 -3.91909978879975 8.88803129608109e-05 0.000857414171499272
"55803" 205.670875884682 -0.124565143641526 0.143773932479728 -0.866395886188131 0.386273099148783 0.532707896700314
"103" 14797.5797319428 -0.519795541009907 0.0875076328578329 -5.94000230647743 2.85018066668238e-09 1.86459298236322e-07
"104" 357.003128660214 -0.254642646997028 0.180707854476034 -1.40913989452959 0.158793806308203 0.283209572075455
"105" 36.182389368454 -1.30270582585459 1.12250696748141 -1.16053250767565 0.245832066407228 0.386822160076861
"23536" 917.487564939453 0.226718981288875 0.0957419095598465 2.36802234602556 0.0178834557304906 0.0568952606709725
"134637" 265.567187312863 0.33930966762177 0.121905520734703 2.78338229127615 0.00537953784748762 0.022509917840737
"113179" 24.1302145772939 0.0987189739308232 0.128479861600102 0.768361459152949 0.442272470902897 0.583624236965685
"57143" 34.1227861658226 -0.0419318700844776 0.193324693363663 -0.216898676288598 0.828287309218983 0.88947054310915
"90956" 340.338707922183 0.219471964613467 0.0705705548909498 3.10996512571864 0.00187109434072458 0.00959267003130776
"56997" 1624.98261263199 -0.0499530312244613 0.0944142581285162 -0.529083553846978 0.596747489638191 0.715655735474593
"79934" 499.918770907383 -0.134382264555772 0.0606252495114618 -2.21660555030567 0.0266500579679437 0.0768267732939982
"203054" 187.009685531594 0.229463157814064 0.0731949446776188 3.13495909894756 0.00171878073961057 0.0089893907006169
"55811" 29.3593955202084 -0.0101247642549668 0.147889079078369 -0.0684618791195634 0.945417964902866 0.966841229132192
"221442" 232.566288898226 -0.0543491384918388 0.1239571622215 -0.438450973851126 0.661059402095621 0.766555539522257
"109" 212.624471514278 -0.158678686703754 0.108219333896999 -1.46626929763567 0.142574936274907 0.262367540219869
"196883" 54.6885350136685 -0.497577168027484 0.145784796475529 -3.41309368368193 0.000642298580528087 0.00412460010891419
"112" 32.8008215041588 -0.338790342889923 0.301540552090392 -1.12353161304939 0.261211782081443 0.40426016686078
"113" 5904.78431343651 -0.0660224221159362 0.0640487897427 -1.03081451470301 0.302627810339364 0.448454840295412
"115" 167.530528584762 -0.11332070317989 0.146594173609261 -0.773023240895919 0.439508626379252 0.581307281067359
"118" 3002.73543774875 -0.202725448321993 0.132571969766132 -1.52917278576774 0.126221615214992 0.240782963599293
"119" 273.682369562155 0.163112918442931 0.156286815129823 1.04367677022171 0.296634960874571 0.442360707175652
"120" 9481.12907830073 -0.151750231116233 0.0617768175391122 -2.4564268144787 0.0140326381519779 0.0472787627074665
"25960" 71.1369785530162 -0.170842655264403 0.187093698233709 -0.913139549205947 0.361169152272555 0.509274017468184
"166647" 94.2758142009761 0.0977772368196785 0.156787016257498 0.623630955889197 0.532869976025308 0.663159261986576
"575" 13.8879590570482 0.178813192101338 0.246541149473815 0.725287411383345 0.468275726998041 0.607132406475101
"576" 14.4049334731801 0.344020973373265 0.227851115224552 1.5098498553945 0.131081740304574 0.247403697541795
"283383" 40.6031755611585 -0.11395865435107 0.180596847403301 -0.631011316031352 0.528033125435743 0.659350574123912
"2015" 1384.87892737108 -0.263466580631514 0.212675803240675 -1.23881784677386 0.215412963085181 0.351607069424076
"30817" 2365.33473842311 -1.00136334418398 0.203629200976612 -4.91758224940928 8.76196463683751e-07 1.88491453507115e-05
"84658" 2362.00117885067 -0.563471536947259 0.132083485687081 -4.26602564291935 1.98985919150908e-05 0.000251887053754443
"326342" 264.207440052205 0.417516930181837 0.27688692173816 1.50789689726358 0.131580916888948 0.248106042599634
"976" 11645.439837156 -0.281368887945347 0.133504693347289 -2.10755802579475 0.0350692375373782 0.0948953820745532
"165082" 11.5113161118562 0.127715685447749 0.178037191463137 0.717353966315479 0.473155716152294 0.611321425648596
"9289" 233.417003953646 0.0566147344547333 0.28118279292531 0.201344946700817 0.84042885973387 0.897310385109809
"222487" 1912.60464876686 -1.26489924176918 0.167959181593291 -7.53099193369553 5.03562994325584e-14 2.80016993630334e-11
"221188" 244.484717804062 0.0763735810260844 0.203613875649537 0.375090257392573 0.707593342448235 0.8017777703165
"57211" 20.4114017092145 0.366404763175879 0.20625168579645 1.77649342239794 0.0756516251078602 0.1661582455818
"22859" 77.4153704619326 -0.193744406270428 0.195529688112903 -0.990869510099947 0.3217493021889 0.468277868300727
"84059" 11.9116174495425 0.102202730442415 0.225728954813 0.452767481810573 0.650716181550375 0.75801668013911
"128" 1328.78682709693 0.195265811091341 0.0763708043453252 2.5568122892671 0.0105636203849397 0.0380818637169509
"137872" 70.4626972592365 -0.00716941544427013 0.167380814409654 -0.042832958302637 0.965834691163549 0.979549644438279
"55256" 276.43275092221 -0.0862814347471998 0.0948160431052024 -0.909987718549559 0.36282898676303 0.510920441702124
"51094" 74756.2521568157 0.31413669097173 0.215694755992379 1.45639466071595 0.14528355071238 0.265843798870813
"79602" 1375.93943499361 -0.181712652061833 0.0879773263578243 -2.0654486739318 0.0388805671692881 0.102396892900172
"132" 583.161189655029 0.0467910475240375 0.102378601826489 0.45703932940341 0.647642777018113 0.755567064151957
"133" 2998.71976316399 -1.27445877325974 0.237371209452532 -5.36905371211247 7.91508457904039e-08 2.7025848003434e-06
"199800" 14.445088695596 0.334077048246955 0.197985685810534 1.68737980667277 0.091530344168232 0.190347220229092
"23394" 1492.99077384378 -0.422841322547476 0.140050827347457 -3.01919903335118 0.00253443969035723 0.0122970476718174
"101927631" 12.6216348624047 0.294757997499189 0.164686392478692 1.78981391882348 0.0734838308303894 0.162774395930392
"22850" 317.391948883035 -0.17619626172922 0.0874834087895285 -2.01405345501706 0.044003921544994 0.112336622143885
