"YLR044C"	"YHR174W"	"YPR035W"
"868_Glutamine"	38	27	2
"869_Glutamine"	22	4	1
"870_Glutamine"	25	27	5
"871_Glutamine"	30	21	2
"872_Glutamine"	24	11	0
"873_Glutamine"	25	21	2
"874_Glutamine"	31	33	3
"875_Glutamine"	46	37	1
"876_Glutamine"	22	20	0
"877_Glutamine"	40	12	7
"878_Glutamine"	18	14	1
"879_Glutamine"	24	16	1
"880_Glutamine"	42	30	2
"881_Glutamine"	39	13	2
"882_Glutamine"	53	48	7
"883_Glutamine"	39	14	2
"884_Glutamine"	31	13	2
"885_Glutamine"	33	3	0
"886_Glutamine"	105	12	3
"887_Glutamine"	10	5	0
"888_Glutamine"	18	13	1
"889_Glutamine"	26	24	3
"890_Glutamine"	14	13	1
"891_Glutamine"	44	34	0
"892_Glutamine"	8	2	1
"893_Glutamine"	5	11	0
"894_Glutamine"	17	13	0
"895_Glutamine"	42	28	4
"896_Glutamine"	26	14	0
"897_Glutamine"	61	42	1
"898_Glutamine"	30	31	0
"899_Glutamine"	15	46	4
"900_Glutamine"	18	12	2
"901_Glutamine"	51	25	0
"902_Glutamine"	100	77	1
"903_Glutamine"	5	3	1
"904_Glutamine"	15	18	1
"905_Glutamine"	21	11	0
"906_Glutamine"	38	20	0
"907_Glutamine"	25	13	1
"908_Glutamine"	73	52	1
"909_Glutamine"	31	25	0
"910_Glutamine"	77	40	0
"911_Glutamine"	33	27	1
"912_Glutamine"	19	15	0
"913_Glutamine"	48	39	6
"914_Glutamine"	17	32	3
"915_Glutamine"	24	6	0
"916_Glutamine"	12	22	2
"917_Glutamine"	21	14	5
"918_Glutamine"	14	9	0
"919_Glutamine"	8	4	0
"920_Glutamine"	36	23	1
"921_Glutamine"	150	122	9
"922_Glutamine"	8	5	0
"923_Glutamine"	9	15	0
"924_Glutamine"	44	30	2
"925_Glutamine"	43	20	1
"926_Glutamine"	1	1	0
"927_Glutamine"	26	12	1
"928_Glutamine"	27	22	1
"929_Glutamine"	25	13	0
"930_Glutamine"	15	6	1
"931_Glutamine"	70	23	1
"932_Glutamine"	11	4	0
"933_Glutamine"	83	48	2
"934_Glutamine"	46	41	7
"935_Glutamine"	31	13	1
"936_Glutamine"	65	54	2
"937_Glutamine"	44	27	0
"938_Glutamine"	3	5	0
"939_Glutamine"	19	19	0
"940_Glutamine"	29	18	0
"941_Glutamine"	10	4	0
"942_Glutamine"	46	9	3
"943_Glutamine"	20	10	0
"944_Glutamine"	67	49	1
"945_Glutamine"	355	112	1
"946_Glutamine"	30	24	0
"947_Glutamine"	30	14	3
"948_Glutamine"	144	115	24
"949_Glutamine"	35	37	4
"950_Glutamine"	20	21	2
"951_Glutamine"	17	9	3
"952_Glutamine"	17	14	2
"953_Glutamine"	15	5	0
"954_Glutamine"	16	16	0
"955_Glutamine"	39	15	1
"956_Glutamine"	74	89	12
"957_Glutamine"	87	21	1
"958_Glutamine"	14	16	6
"959_Glutamine"	25	15	0
"960_Glutamine"	165	67	7
"961_Glutamine"	20	15	0
"962_Glutamine"	41	2	2
"963_Glutamine"	27	27	3
"964_Glutamine"	44	13	0
"965_Glutamine"	33	9	0
"966_Glutamine"	7	29	12
"967_Glutamine"	36	7	0
"968_Glutamine"	12	19	0
"969_Glutamine"	56	39	7
"970_Glutamine"	14	4	0
"971_Glutamine"	28	12	3
"972_Glutamine"	8	7	3
"973_Glutamine"	16	11	1
"974_Glutamine"	75	43	1
"975_Glutamine"	38	48	4
"976_Glutamine"	52	21	0
"977_Glutamine"	8	5	0
"978_Glutamine"	36	36	8
"979_Glutamine"	29	14	1
"980_Glutamine"	5	3	0
"981_Glutamine"	102	125	5
"982_Glutamine"	44	47	8
"983_Glutamine"	10	6	0
"984_Glutamine"	19	9	0
"985_Glutamine"	8	14	3
"986_Glutamine"	6	6	2
"987_Glutamine"	30	26	3
"988_Glutamine"	55	29	6
"989_Glutamine"	53	42	4
"990_Glutamine"	62	17	3
"991_Glutamine"	34	24	1
"992_Glutamine"	38	39	4
"993_Glutamine"	5	3	1
"994_Glutamine"	24	15	0
"995_Glutamine"	58	37	1
"996_Glutamine"	49	22	3
"997_Glutamine"	6	11	0
"998_Glutamine"	15	8	1
"999_Glutamine"	5	2	1
"1000_Glutamine"	44	35	5
"1001_Glutamine"	117	88	3
"1002_Glutamine"	44	46	3
"1003_Glutamine"	11	16	0
"1004_Glutamine"	36	22	1
"1005_Glutamine"	32	43	2
"1006_Glutamine"	145	122	10
"1007_Glutamine"	8	7	2
"1008_Glutamine"	25	20	0
"1009_Glutamine"	21	7	1
"1010_Glutamine"	18	28	3
"1011_Glutamine"	33	23	4
"1012_Glutamine"	27	20	1
"1013_Glutamine"	16	12	2
"1014_Glutamine"	20	7	0
"1015_Glutamine"	22	6	0
"1016_Glutamine"	33	42	5
"1017_Glutamine"	59	32	2
"1018_Glutamine"	27	7	1
"1019_Glutamine"	98	67	7
"1020_Glutamine"	78	15	0
"1021_Glutamine"	35	21	1
"1022_Glutamine"	119	60	3
"1023_Glutamine"	34	23	0
"1024_Glutamine"	27	12	0
"1025_Glutamine"	15	14	1
"1026_Glutamine"	10	4	6
"1027_Glutamine"	13	11	2
"1028_Glutamine"	42	10	1
"1029_Glutamine"	91	76	11
"1030_Glutamine"	59	34	0
"1031_Glutamine"	30	15	0
"1032_Glutamine"	6	6	1
"1033_Glutamine"	11	5	2
"1034_Glutamine"	30	29	1
"1035_Glutamine"	21	10	0
"1036_Glutamine"	18	9	0
"1037_Glutamine"	33	42	6
"1038_Glutamine"	49	33	5
"1039_Glutamine"	16	17	0
"1040_Glutamine"	36	34	3
"1041_Glutamine"	38	16	1
"1042_Glutamine"	11	8	1
"1043_Glutamine"	6	0	2
"1044_Glutamine"	80	78	7
"1045_Glutamine"	11	12	1
"1046_Glutamine"	41	39	2
"1047_Glutamine"	15	7	0
"1048_Glutamine"	39	68	1
"1049_Glutamine"	10	5	1
"1050_Glutamine"	42	37	3
"1051_Glutamine"	58	6	2
"1052_Glutamine"	26	20	1
"1053_Glutamine"	8	6	1
"1054_Glutamine"	76	19	0
"1055_Glutamine"	69	28	2
"1056_Glutamine"	47	47	2
"1057_Glutamine"	36	28	2
"1058_Glutamine"	17	8	1
"1059_Glutamine"	15	8	2
"1060_Glutamine"	108	35	0
"1061_Glutamine"	24	21	1
"1062_Glutamine"	19	22	2
"1063_Glutamine"	28	43	3
"1064_Glutamine"	71	55	0
"1065_Glutamine"	11	14	0
"1066_Glutamine"	10	4	0
"1067_Glutamine"	2	3	3
"1068_Glutamine"	22	18	1
"1069_Glutamine"	9	9	0
"1070_Glutamine"	29	24	1
"1071_Glutamine"	22	6	0
"1072_Glutamine"	16	6	1
"1073_Glutamine"	54	33	2
"1074_Glutamine"	38	44	3
"1075_Glutamine"	13	2	2
"1076_Glutamine"	16	11	4
"1077_Glutamine"	37	14	0
"1078_Glutamine"	6	8	0
"1079_Glutamine"	14	13	0
"1080_Glutamine"	10	10	1
"1081_Glutamine"	10	21	3
"1082_Glutamine"	18	6	0
"1083_Glutamine"	54	37	2
"1084_Glutamine"	15	24	1
"1085_Glutamine"	57	40	1
"1086_Glutamine"	26	13	1
"1087_Glutamine"	36	11	1
"1088_Glutamine"	48	14	3
"1089_Glutamine"	14	15	3
"1090_Glutamine"	12	6	3
"1091_Glutamine"	150	87	1
"1092_Glutamine"	60	55	2
"1093_Glutamine"	15	5	0
"1094_Glutamine"	28	30	4
"1095_Glutamine"	69	36	0
"1096_Glutamine"	30	21	1
"1097_Glutamine"	46	35	2
"1098_Glutamine"	22	20	0
"1099_Glutamine"	44	30	1
"1100_Glutamine"	42	31	0
"1101_Glutamine"	58	55	5
"1102_Glutamine"	15	17	4
"1103_Glutamine"	65	52	0
"1104_Glutamine"	35	35	5
"1105_Glutamine"	29	21	1
"1106_Glutamine"	14	12	4
"1107_Glutamine"	24	24	1
"1108_Glutamine"	15	22	1
"1109_Glutamine"	10	4	1
"1110_Glutamine"	10	11	0
"1111_Glutamine"	44	15	4
"1112_Glutamine"	33	38	1
"1113_Glutamine"	2	0	0
"1114_Glutamine"	13	8	2
"1115_Glutamine"	55	34	3
"1116_Glutamine"	26	21	0
"1117_Glutamine"	26	25	1
"1118_Glutamine"	36	16	1
"1119_Glutamine"	44	24	0
"1120_Glutamine"	29	7	1
"1121_Glutamine"	4	4	2
"1122_Glutamine"	6	8	0
"1123_Glutamine"	5	2	1
"1124_Glutamine"	15	37	3
"1125_Glutamine"	22	6	1
"1126_Glutamine"	103	55	7
"1127_Glutamine"	14	13	2
"1128_Glutamine"	60	63	6
"1129_Glutamine"	70	53	2
"1130_Glutamine"	29	15	1
"1131_Glutamine"	14	3	0
"1132_Glutamine"	33	23	1
"1133_Glutamine"	38	19	1
"1134_Glutamine"	21	24	1
"1135_Glutamine"	22	20	1
"1136_Glutamine"	73	17	1
"1137_Glutamine"	5	12	1
"1138_Glutamine"	36	16	1
"1139_Glutamine"	22	23	0
"1140_Glutamine"	23	21	4
"1141_Glutamine"	16	12	2
"1142_Glutamine"	22	12	2
"1143_Glutamine"	36	21	1
"1144_Glutamine"	11	10	0
"1145_Glutamine"	21	29	0
"1146_Glutamine"	6	5	3
"1147_Glutamine"	9	0	1
"1148_Glutamine"	26	16	0
"1149_Glutamine"	8	11	0
"1150_Glutamine"	8	2	1
"1151_Glutamine"	11	3	0
"1152_Glutamine"	24	17	1
"1153_Glutamine"	12	18	3
"1154_Glutamine"	8	2	0
"1155_Glutamine"	15	10	0
"1156_Glutamine"	28	8	0
"1157_Glutamine"	36	13	2
"1158_Glutamine"	40	24	0
"1159_Glutamine"	45	23	4
"1160_Glutamine"	42	39	12
"1161_Glutamine"	24	26	3
"1162_Glutamine"	18	11	1
"1163_Glutamine"	43	22	1
"1164_Glutamine"	18	14	2
"1165_Glutamine"	27	16	0
"1166_Glutamine"	4	1	0
"1167_Glutamine"	32	25	1
"1168_Glutamine"	31	21	3
"1169_Glutamine"	6	5	2
"1170_Glutamine"	26	25	5
"1171_Glutamine"	23	11	1
"1172_Glutamine"	34	18	0
"1173_Glutamine"	8	4	1
"1174_Glutamine"	33	18	0
"1175_Glutamine"	37	19	0
"1176_Glutamine"	16	9	0
"1177_Glutamine"	18	30	1
"1178_Glutamine"	15	18	2
"1179_Glutamine"	14	15	1
"1180_Glutamine"	52	6	2
"1181_Glutamine"	19	7	0
"1182_Glutamine"	13	13	2
"1183_Glutamine"	30	31	1
"1184_Glutamine"	27	23	1
"1185_Glutamine"	18	10	0
"1186_Glutamine"	15	14	0
"1187_Glutamine"	25	18	1
"1188_Glutamine"	25	17	0
"1189_Glutamine"	35	25	5
"1190_Glutamine"	112	27	2
"1191_Glutamine"	49	20	1
"1192_Glutamine"	27	18	1
"1193_Glutamine"	35	14	0
"1194_Glutamine"	44	30	2
"1195_Glutamine"	42	32	0
"1196_Glutamine"	19	20	4
"1197_Glutamine"	38	40	5
"1198_Glutamine"	22	14	0
"1199_Glutamine"	64	69	9
"1200_Glutamine"	16	22	4
"1201_Glutamine"	7	8	0
"1202_Glutamine"	13	27	0
"1203_Glutamine"	21	12	1
"1204_Glutamine"	18	8	0
"1205_Glutamine"	58	29	7
"1206_Glutamine"	12	6	4
"1207_Glutamine"	53	41	12
"1208_Glutamine"	10	6	0
"1209_Glutamine"	52	24	2
"1210_Glutamine"	11	10	1
"1211_Glutamine"	25	10	2
"1212_Glutamine"	42	11	0
"1213_Glutamine"	56	59	2
"1214_Glutamine"	20	39	2
"1215_Glutamine"	6	1	0
"1216_Glutamine"	68	39	4
"1217_Glutamine"	126	89	4
"1218_Glutamine"	13	7	1
"1219_Glutamine"	13	4	1
"1220_Glutamine"	11	4	0
"1221_Glutamine"	10	7	1
"1222_Glutamine"	4	2	0
"1223_Glutamine"	8	6	0
"1224_Glutamine"	79	29	0
"1225_Glutamine"	32	20	3
"1226_Glutamine"	26	7	0
"1227_Glutamine"	25	32	2
"1228_Glutamine"	14	9	0
"1229_Glutamine"	86	83	6
"1230_Glutamine"	81	39	3
"1231_Glutamine"	45	22	1
"1232_Glutamine"	66	15	0
"1233_Glutamine"	31	22	2
"1234_Glutamine"	26	21	2
"1235_Glutamine"	47	11	0
"1236_Glutamine"	14	26	0
"1237_Glutamine"	32	19	0
"1238_Glutamine"	22	3	1
"1239_Glutamine"	19	6	0
"1240_Glutamine"	79	20	1
"1241_Glutamine"	17	18	1
"1242_Glutamine"	60	42	1
"1243_Glutamine"	12	15	0
"1244_Glutamine"	10	6	0
"1245_Glutamine"	139	100	7
"1246_Glutamine"	20	15	1
"1247_Glutamine"	41	29	1
"1248_Glutamine"	45	48	2
"1249_Glutamine"	77	13	4
"1250_Glutamine"	12	5	0
"1251_Glutamine"	5	3	2
"1252_Glutamine"	26	21	0
"1253_Glutamine"	5	3	0
"1254_Glutamine"	10	25	0
"1255_Glutamine"	24	25	0
"1256_Glutamine"	8	7	2
"1257_Glutamine"	51	51	4
"1258_Glutamine"	7	4	1
"1259_Glutamine"	33	15	0
"1260_Glutamine"	9	6	0
"1261_Glutamine"	24	31	1
"1262_Glutamine"	26	23	0
"1263_Glutamine"	45	27	0
"1264_Glutamine"	15	22	0
"1265_Glutamine"	20	16	0
"1266_Glutamine"	30	11	1
"1267_Glutamine"	22	15	2
"1268_Glutamine"	6	6	2
"1269_Glutamine"	49	39	2
"1270_Glutamine"	14	9	0
"1271_Glutamine"	59	42	2
"1272_Glutamine"	29	15	2
"1273_Glutamine"	20	23	1
"1274_Glutamine"	29	23	2
"1275_Glutamine"	26	16	0
"1276_Glutamine"	25	13	2
"1277_Glutamine"	37	20	3
"1278_Glutamine"	4	24	0
"1279_Glutamine"	24	10	2
"1280_Glutamine"	12	8	0
"1281_Glutamine"	48	35	0
"1282_Glutamine"	12	7	1
"1283_Glutamine"	9	8	2
"1284_Glutamine"	28	19	4
"1285_Glutamine"	13	10	0
"1286_Glutamine"	23	7	1
"1287_Glutamine"	3	4	0
"1288_Glutamine"	44	22	0
"1289_Glutamine"	41	44	4
"1290_Glutamine"	17	9	2
"1291_Glutamine"	36	27	2
"1292_Glutamine"	21	28	1
"1293_Glutamine"	8	3	0
"1294_Glutamine"	43	19	0
"1295_Glutamine"	24	11	1
"1296_Glutamine"	23	19	1
"1297_Glutamine"	11	12	1
"1298_Glutamine"	8	13	1
"1299_Glutamine"	20	16	5
"1300_Glutamine"	25	29	0
"1301_Glutamine"	14	25	3
"1302_Glutamine"	25	16	1
"1303_Glutamine"	57	38	8
"1304_Glutamine"	17	13	5
"1305_Glutamine"	4	1	1
"1306_Glutamine"	55	48	4
"1307_Glutamine"	14	21	1
"1308_Glutamine"	9	5	1
"1309_Glutamine"	11	10	2
"1310_Glutamine"	38	33	1
"1311_Glutamine"	6	1	1
"1312_Glutamine"	17	18	0
"1313_Glutamine"	3	5	2
"1314_Glutamine"	14	7	0
"1315_Glutamine"	34	21	0
"1316_Glutamine"	8	5	1
"1317_Glutamine"	11	6	1
"1318_Glutamine"	21	23	7
"1319_Glutamine"	13	7	1
"1320_Glutamine"	41	26	0
"1321_Glutamine"	30	14	0
"1322_Glutamine"	17	4	1
"1323_Glutamine"	14	7	0
"1324_Glutamine"	31	36	8
"1325_Glutamine"	16	3	3
"1326_Glutamine"	22	11	0
"1327_Glutamine"	23	23	1
"1328_Glutamine"	8	3	1
"1329_Glutamine"	7	6	2
"1330_Glutamine"	18	15	1
"1331_Glutamine"	20	6	2
"1332_Glutamine"	63	22	0
"1333_Glutamine"	19	28	2
"1334_Glutamine"	18	14	0
"1335_Glutamine"	41	22	4
"1336_Glutamine"	32	35	1
"1337_Glutamine"	26	11	1
"1338_Glutamine"	11	9	1
"1339_Glutamine"	19	8	1
"1340_Glutamine"	31	16	1
"1341_Glutamine"	36	21	2
"1342_Glutamine"	36	21	5
"1343_Glutamine"	24	6	0
"1344_Glutamine"	47	39	2
"1345_Glutamine"	59	56	6
"1346_Glutamine"	23	21	2
"1347_Glutamine"	45	14	0
"1348_Glutamine"	34	20	0
"1349_Glutamine"	20	15	2
"1350_Glutamine"	19	16	0
"1351_Glutamine"	10	6	1
"1352_Glutamine"	17	17	5
"1353_Glutamine"	18	8	0
"1354_Glutamine"	34	17	2
"1355_Glutamine"	14	22	0
"1356_Glutamine"	25	15	2
"1357_Glutamine"	35	18	0
"1358_Glutamine"	29	34	6
"1359_Glutamine"	31	28	1
"1360_Glutamine"	8	4	3
"1361_Glutamine"	13	16	0
"1362_Glutamine"	37	52	0
"1363_Glutamine"	11	17	0
"1364_Glutamine"	14	13	1
"1365_Glutamine"	18	13	0
"1366_Glutamine"	30	16	2
"1367_Glutamine"	7	5	0
"1368_Glutamine"	18	7	0
"1369_Glutamine"	6	2	0
"1370_Glutamine"	15	14	0
"1371_Glutamine"	28	14	3
"1372_Glutamine"	31	18	1
"1373_Glutamine"	40	36	4
"1374_Glutamine"	20	16	1
"1375_Glutamine"	24	8	0
"1376_Glutamine"	37	16	2
"1377_Glutamine"	24	14	6
"1378_Glutamine"	6	5	1
"1379_Glutamine"	29	38	2
"1380_Glutamine"	4	1	0
"1381_Glutamine"	23	14	1
"1382_Glutamine"	79	51	1
"1383_Glutamine"	14	16	1
"1384_Glutamine"	13	13	0
"1385_Glutamine"	44	19	1
"1386_Glutamine"	4	3	1
"1387_Glutamine"	12	13	1
"1388_Glutamine"	10	12	0
"1389_Glutamine"	60	75	7
"1390_Glutamine"	38	16	3
"1391_Glutamine"	21	24	1
"1392_Glutamine"	34	37	1
"1393_Glutamine"	14	11	2
"1394_Glutamine"	44	46	2
"1395_Glutamine"	27	3	0
"1396_Glutamine"	11	5	0
"1397_Glutamine"	76	35	0
"1398_Glutamine"	10	4	2
"1399_Glutamine"	16	23	2
"1400_Glutamine"	22	22	3
"1401_Glutamine"	24	13	1
"1402_Glutamine"	23	6	0
"1403_Glutamine"	6	3	0
"1404_Glutamine"	27	25	3
"1405_Glutamine"	12	22	0
"1406_Glutamine"	41	41	4
"1407_Glutamine"	13	3	2
"1408_Glutamine"	8	8	0
"1409_Glutamine"	109	5	0
"1410_Glutamine"	43	24	6
"1411_Glutamine"	27	15	1
"1412_Glutamine"	11	15	1
"1413_Glutamine"	26	30	2
"1414_Glutamine"	52	57	15
"1415_Glutamine"	25	26	2
"1416_Glutamine"	29	11	1
"1417_Glutamine"	11	7	1
"1418_Glutamine"	25	14	1
"1419_Glutamine"	29	20	0
"1420_Glutamine"	21	21	5
"1421_Glutamine"	18	13	0
"1422_Glutamine"	22	17	4
"1423_Glutamine"	36	35	5
"1424_Glutamine"	15	9	1
"1425_Glutamine"	49	25	1
"1426_Glutamine"	53	6	3
"1427_Glutamine"	12	24	1
"1428_Glutamine"	40	28	2
"1429_Glutamine"	38	22	6
"1430_Glutamine"	29	20	0
"1431_Glutamine"	35	19	0
"1432_Glutamine"	13	8	0
"1433_Glutamine"	25	32	0
"1434_Glutamine"	26	8	1
"1435_Glutamine"	33	41	7
"1436_Glutamine"	15	19	1
"1437_Glutamine"	6	3	2
"1438_Glutamine"	17	3	0
"1439_Glutamine"	17	13	2
"1440_Glutamine"	10	14	2
"1441_Glutamine"	53	46	2
"1442_Glutamine"	21	13	2
"1443_Glutamine"	67	37	3
"1444_Glutamine"	11	6	1
"1445_Glutamine"	31	23	1
"1446_Glutamine"	21	23	2
"1447_Glutamine"	27	8	4
"1448_Glutamine"	15	16	1
"1449_Glutamine"	27	10	1
"1450_Glutamine"	7	7	2
"1451_Glutamine"	7	4	0
"1452_Glutamine"	19	10	2
"1453_Glutamine"	40	26	1
"1454_Glutamine"	10	12	1
"1455_Glutamine"	14	12	4
"1456_Glutamine"	30	22	0
"1457_Glutamine"	14	3	1
"1458_Glutamine"	42	22	1
"1459_Glutamine"	21	18	2
"1460_Glutamine"	3	4	1
"1461_Glutamine"	18	13	4
"1462_Glutamine"	17	20	4
"1463_Glutamine"	51	32	3
"1464_Glutamine"	40	38	2
"1465_Glutamine"	8	4	0
"1466_Glutamine"	10	13	2
"1467_Glutamine"	18	14	0
"1468_Glutamine"	46	26	0
"1469_Glutamine"	10	29	0
"1470_Glutamine"	21	24	3
"1471_Glutamine"	1	0	0
"1472_Glutamine"	31	22	1
"1473_Glutamine"	33	16	1
"1474_Glutamine"	16	7	3
"1475_Glutamine"	34	28	0
"1476_Glutamine"	17	12	0
"1477_Glutamine"	48	16	4
"1478_Glutamine"	6	5	0
"1479_Glutamine"	6	2	3
"1480_Glutamine"	9	10	0
"1481_Glutamine"	11	1	0
"1482_Glutamine"	15	1	0
"1483_Glutamine"	29	25	0
"1484_Glutamine"	47	14	0
"1485_Glutamine"	64	35	2
"1486_Glutamine"	14	9	2
"1487_Glutamine"	6	13	0
"1488_Glutamine"	7	5	0
"1489_Glutamine"	22	28	0
"1490_Glutamine"	57	10	1
"1491_Glutamine"	22	22	1
"1492_Glutamine"	11	6	0
"1493_Glutamine"	19	10	1
"1494_Glutamine"	30	22	1
"1495_Glutamine"	25	18	2
"1496_Glutamine"	31	38	0
"1497_Glutamine"	12	4	0
"1498_Glutamine"	13	14	1
"1499_Glutamine"	11	9	0
"1500_Glutamine"	64	41	5
"1501_Glutamine"	19	8	0
"1502_Glutamine"	88	63	1
"1503_Glutamine"	5	5	0
"1504_Glutamine"	7	7	0
"1505_Glutamine"	17	10	1
"1506_Glutamine"	17	14	1
"1507_Glutamine"	82	43	1
"1508_Glutamine"	10	17	2
"1509_Glutamine"	2	7	1
"1510_Glutamine"	21	17	0
"1511_Glutamine"	35	19	3
"1512_Glutamine"	47	39	2
"1513_Glutamine"	17	17	5
"1514_Glutamine"	16	10	0
"1515_Glutamine"	10	9	1
"1516_Glutamine"	22	28	2
"1517_Glutamine"	26	20	0
"1518_Glutamine"	22	12	0
"1519_Glutamine"	6	3	2
"1520_Glutamine"	31	22	0
"1521_Glutamine"	23	16	0
"1522_Glutamine"	7	2	2
"1523_Glutamine"	38	14	1
"1524_Glutamine"	115	24	0
"1525_Glutamine"	32	27	1
"1526_Glutamine"	31	21	1
"1527_Glutamine"	19	17	8
"1528_Glutamine"	29	28	0
"1529_Glutamine"	21	16	0
"1530_Glutamine"	6	3	2
"1531_Glutamine"	15	14	1
"1532_Glutamine"	10	4	1
"1533_Glutamine"	9	4	0
"1534_Glutamine"	13	7	0
"1535_Glutamine"	42	30	2
"1536_Glutamine"	28	9	1
"1537_Glutamine"	23	12	1
"1538_Glutamine"	20	7	0
"1539_Glutamine"	33	35	1
"1540_Glutamine"	49	38	1
"1541_Glutamine"	33	26	1
"1542_Glutamine"	33	23	1
"1543_Glutamine"	16	12	1
"1544_Glutamine"	2	2	1
"1545_Glutamine"	16	12	1
"1546_Glutamine"	25	12	2
"1547_Glutamine"	30	30	3
"1548_Glutamine"	15	2	3
"1549_Glutamine"	33	26	1
"1550_Glutamine"	53	5	3
"1551_Glutamine"	30	22	2
"1552_Glutamine"	3	5	0
"1553_Glutamine"	50	39	3
"1554_Glutamine"	8	5	0
"1555_Glutamine"	24	22	0
"1556_Glutamine"	30	22	0
"1557_Glutamine"	14	11	0
"1558_Glutamine"	4	3	2
"1559_Glutamine"	11	4	3
"1560_Glutamine"	19	19	3
"1561_Glutamine"	10	14	1
"1562_Glutamine"	14	10	3
"1563_Glutamine"	6	9	0
"1564_Glutamine"	6	4	0
"1565_Glutamine"	18	16	0
"1566_Glutamine"	26	24	1
"1567_Glutamine"	10	5	0
"1568_Glutamine"	15	21	3
"1569_Glutamine"	15	13	0
"1570_Glutamine"	9	7	2
"1571_Glutamine"	8	4	1
"1572_Glutamine"	10	7	1
"1573_Glutamine"	27	16	3
"1574_Glutamine"	10	1	1
"1575_Glutamine"	23	11	1
"1576_Glutamine"	60	15	1
"1577_Glutamine"	38	28	0
"1578_Glutamine"	23	20	2
"1579_Glutamine"	20	9	1
"1580_Glutamine"	17	10	1
"1581_Glutamine"	24	21	4
"1582_Glutamine"	10	15	2
"1583_Glutamine"	8	3	1
"1584_Glutamine"	13	6	1
"1585_Glutamine"	6	3	1
"1586_Glutamine"	35	16	2
"1587_Glutamine"	23	13	0
"1588_Glutamine"	4	5	1
"1589_Glutamine"	17	13	0
"1590_Glutamine"	39	39	9
"1591_Glutamine"	28	15	0
"1592_Glutamine"	16	14	0
"1593_Glutamine"	5	10	1
"1594_Glutamine"	33	34	1
"1595_Glutamine"	17	11	0
"1596_Glutamine"	33	25	2
"1597_Glutamine"	12	14	2
"1598_Glutamine"	5	3	0
"1599_Glutamine"	22	19	2
"1600_Glutamine"	21	11	1
"1601_Glutamine"	6	5	4
"1602_Glutamine"	18	18	6
"1603_Glutamine"	31	20	1
"1604_Glutamine"	27	18	0
"1605_Glutamine"	11	14	3
"1606_Glutamine"	25	19	1
"1607_Glutamine"	8	7	2
"1608_Glutamine"	17	21	0
"1609_Glutamine"	5	3	0
"1610_Glutamine"	15	11	0
"1611_Glutamine"	26	26	1
"1612_Glutamine"	13	6	3
"1613_Glutamine"	15	11	0
"1614_Glutamine"	11	19	2
"1615_Glutamine"	13	20	0
"1616_Glutamine"	27	21	0
"1617_Glutamine"	5	3	0
"1618_Glutamine"	4	7	1
"1619_Glutamine"	70	35	1
"1620_Glutamine"	21	17	3
"1621_Glutamine"	6	16	2
"1622_Glutamine"	24	10	0
"1623_Glutamine"	5	4	2
"1624_Glutamine"	16	14	0
"1625_Glutamine"	10	15	2
"1626_Glutamine"	16	11	0
"1627_Glutamine"	12	17	2
"1628_Glutamine"	20	14	0
"1629_Glutamine"	13	11	1
"1630_Glutamine"	34	11	1
"1631_Glutamine"	28	8	2
"1632_Glutamine"	12	4	0
"1633_Glutamine"	28	21	0
"1634_Glutamine"	12	11	1
"1635_Glutamine"	10	7	0
"1636_Glutamine"	19	12	1
"1637_Glutamine"	10	13	3
"1638_Glutamine"	18	28	0
"1639_Glutamine"	24	17	1
"1640_Glutamine"	28	16	1
"1641_Glutamine"	7	16	5
"1642_Glutamine"	18	18	1
"1643_Glutamine"	26	29	0
"1644_Glutamine"	10	4	0
