Fabp7	Sox11	Cd24a
0.0	20.0	20.0
38.0	2.0	0.0
52.0	0.0	1.0
43.0	5.0	1.0
16.0	23.0	9.0
197.0	24.0	12.0
17.0	2.0	0.0
5.0	7.0	1.0
35.0	3.0	1.0
172.0	0.0	1.0
0.0	42.0	14.0
101.0	26.0	14.0
185.0	1.0	0.0
13.0	3.0	1.0
114.0	3.0	3.0
2.0	30.0	11.0
845.0	6.0	3.0
0.0	4.0	12.0
21.0	1.0	0.0
3.0	1.0	0.0
0.0	10.0	7.0
5.0	19.0	8.0
6.0	8.0	1.0
149.0	3.0	5.0
490.0	1.0	2.0
17.0	2.0	1.0
5.0	11.0	4.0
85.0	10.0	8.0
5.0	4.0	2.0
85.0	2.0	3.0
18.0	0.0	3.0
14.0	3.0	2.0
98.0	5.0	3.0
91.0	5.0	0.0
127.0	1.0	0.0
47.0	0.0	1.0
99.0	5.0	7.0
121.0	1.0	1.0
149.0	1.0	1.0
0.0	1.0	0.0
213.0	2.0	1.0
0.0	2.0	2.0
4.0	16.0	5.0
61.0	0.0	1.0
74.0	1.0	1.0
29.0	15.0	10.0
7.0	7.0	7.0
4.0	20.0	14.0
0.0	5.0	2.0
256.0	0.0	0.0
9.0	1.0	1.0
206.0	0.0	0.0
152.0	0.0	0.0
3.0	10.0	8.0
121.0	3.0	1.0
27.0	1.0	0.0
34.0	0.0	0.0
347.0	0.0	0.0
40.0	24.0	4.0
39.0	1.0	2.0
743.0	29.0	13.0
2.0	2.0	2.0
483.0	0.0	0.0
6.0	1.0	1.0
28.0	11.0	6.0
153.0	2.0	1.0
103.0	3.0	1.0
43.0	1.0	2.0
16.0	8.0	1.0
7.0	1.0	1.0
168.0	0.0	0.0
4.0	4.0	1.0
209.0	0.0	1.0
2.0	1.0	1.0
30.0	1.0	3.0
321.0	1.0	1.0
60.0	2.0	0.0
42.0	12.0	7.0
28.0	2.0	6.0
99.0	0.0	2.0
4.0	1.0	2.0
45.0	20.0	8.0
219.0	18.0	20.0
203.0	5.0	0.0
1.0	9.0	7.0
173.0	0.0	0.0
81.0	6.0	7.0
107.0	1.0	2.0
60.0	17.0	9.0
23.0	0.0	1.0
5.0	3.0	4.0
155.0	0.0	0.0
0.0	14.0	14.0
77.0	14.0	13.0
8.0	2.0	2.0
53.0	2.0	4.0
0.0	3.0	2.0
2.0	27.0	16.0
1.0	8.0	2.0
34.0	2.0	6.0
3.0	17.0	8.0
79.0	1.0	2.0
105.0	5.0	0.0
43.0	19.0	21.0
50.0	2.0	0.0
146.0	0.0	1.0
3.0	7.0	11.0
1.0	11.0	15.0
15.0	0.0	0.0
134.0	6.0	0.0
473.0	0.0	0.0
124.0	0.0	1.0
2.0	13.0	8.0
24.0	3.0	0.0
290.0	1.0	1.0
330.0	1.0	2.0
35.0	2.0	0.0
245.0	0.0	0.0
4.0	28.0	8.0
76.0	1.0	1.0
2.0	42.0	23.0
13.0	18.0	6.0
76.0	3.0	2.0
119.0	0.0	1.0
4.0	9.0	0.0
1.0	33.0	24.0
218.0	0.0	0.0
3.0	37.0	23.0
124.0	3.0	1.0
97.0	0.0	0.0
8.0	2.0	2.0
65.0	2.0	0.0
1.0	5.0	1.0
1.0	1.0	2.0
96.0	2.0	0.0
25.0	6.0	2.0
114.0	0.0	0.0
106.0	0.0	0.0
40.0	1.0	0.0
0.0	24.0	20.0
2.0	5.0	4.0
67.0	1.0	1.0
6.0	1.0	1.0
16.0	4.0	2.0
1.0	0.0	1.0
18.0	39.0	14.0
14.0	1.0	1.0
4.0	1.0	1.0
118.0	4.0	2.0
166.0	0.0	1.0
34.0	4.0	6.0
139.0	8.0	3.0
0.0	4.0	7.0
176.0	1.0	1.0
4.0	16.0	8.0
1.0	12.0	10.0
42.0	1.0	9.0
4.0	28.0	11.0
6.0	5.0	4.0
24.0	32.0	10.0
167.0	8.0	1.0
3.0	5.0	21.0
317.0	0.0	0.0
0.0	3.0	6.0
3.0	7.0	0.0
1.0	7.0	6.0
82.0	0.0	3.0
145.0	4.0	1.0
186.0	1.0	1.0
46.0	0.0	0.0
32.0	1.0	1.0
99.0	1.0	1.0
281.0	10.0	0.0
184.0	0.0	3.0
2.0	11.0	16.0
0.0	1.0	3.0
2.0	82.0	22.0
81.0	1.0	0.0
66.0	2.0	1.0
168.0	4.0	4.0
283.0	1.0	0.0
103.0	0.0	2.0
2.0	7.0	9.0
23.0	21.0	17.0
172.0	26.0	7.0
10.0	3.0	0.0
5.0	22.0	4.0
27.0	9.0	11.0
1.0	3.0	0.0
1.0	11.0	2.0
35.0	1.0	1.0
69.0	4.0	1.0
180.0	31.0	24.0
3.0	2.0	2.0
38.0	5.0	3.0
84.0	6.0	4.0
2.0	3.0	3.0
79.0	0.0	0.0
402.0	5.0	1.0
330.0	1.0	1.0
145.0	2.0	0.0
49.0	2.0	5.0
24.0	2.0	3.0
12.0	2.0	2.0
14.0	16.0	0.0
1.0	1.0	0.0
207.0	2.0	4.0
6.0	30.0	23.0
21.0	24.0	16.0
754.0	16.0	6.0
1.0	17.0	11.0
1.0	5.0	6.0
8.0	7.0	1.0
155.0	21.0	6.0
4.0	16.0	4.0
45.0	0.0	1.0
0.0	7.0	14.0
453.0	1.0	1.0
168.0	27.0	0.0
166.0	12.0	3.0
73.0	0.0	1.0
0.0	22.0	2.0
51.0	20.0	6.0
191.0	11.0	8.0
81.0	5.0	4.0
101.0	16.0	19.0
2.0	5.0	1.0
165.0	1.0	0.0
124.0	1.0	1.0
3.0	3.0	2.0
82.0	4.0	0.0
195.0	26.0	16.0
53.0	7.0	5.0
62.0	7.0	4.0
17.0	4.0	1.0
441.0	1.0	1.0
3.0	36.0	27.0
3.0	21.0	5.0
314.0	1.0	0.0
1.0	6.0	10.0
238.0	3.0	2.0
23.0	10.0	3.0
0.0	0.0	0.0
126.0	2.0	2.0
0.0	9.0	2.0
167.0	1.0	0.0
490.0	4.0	3.0
2.0	9.0	1.0
44.0	0.0	3.0
0.0	23.0	5.0
185.0	1.0	2.0
337.0	2.0	0.0
0.0	3.0	8.0
28.0	0.0	0.0
0.0	1.0	5.0
26.0	6.0	1.0
62.0	3.0	6.0
26.0	1.0	0.0
140.0	4.0	3.0
19.0	4.0	1.0
136.0	1.0	0.0
82.0	2.0	4.0
2.0	4.0	4.0
366.0	1.0	1.0
114.0	0.0	1.0
4.0	13.0	6.0
1.0	7.0	1.0
0.0	15.0	11.0
90.0	1.0	6.0
109.0	0.0	2.0
0.0	26.0	26.0
0.0	0.0	7.0
214.0	1.0	3.0
0.0	13.0	16.0
103.0	2.0	0.0
67.0	0.0	10.0
36.0	4.0	0.0
2.0	2.0	0.0
99.0	4.0	0.0
164.0	2.0	0.0
128.0	0.0	0.0
9.0	1.0	4.0
0.0	5.0	11.0
56.0	0.0	0.0
251.0	0.0	0.0
12.0	2.0	5.0
94.0	6.0	0.0
373.0	16.0	16.0
339.0	2.0	1.0
42.0	1.0	3.0
0.0	53.0	7.0
0.0	12.0	5.0
198.0	24.0	9.0
153.0	0.0	0.0
109.0	59.0	14.0
2.0	16.0	23.0
0.0	8.0	8.0
106.0	1.0	2.0
25.0	6.0	9.0
149.0	0.0	0.0
158.0	1.0	1.0
85.0	3.0	0.0
125.0	12.0	13.0
28.0	3.0	5.0
44.0	0.0	0.0
22.0	2.0	8.0
1.0	1.0	1.0
421.0	1.0	1.0
60.0	4.0	2.0
38.0	0.0	4.0
106.0	0.0	0.0
148.0	9.0	4.0
199.0	2.0	2.0
471.0	4.0	1.0
14.0	8.0	3.0
19.0	1.0	3.0
4.0	53.0	13.0
34.0	1.0	2.0
2.0	31.0	9.0
322.0	0.0	1.0
116.0	4.0	0.0
197.0	1.0	1.0
53.0	3.0	6.0
1.0	11.0	7.0
1.0	27.0	6.0
97.0	1.0	2.0
41.0	2.0	2.0
38.0	0.0	0.0
37.0	22.0	6.0
45.0	3.0	3.0
0.0	14.0	17.0
104.0	20.0	16.0
50.0	19.0	17.0
466.0	4.0	0.0
95.0	1.0	0.0
47.0	10.0	3.0
138.0	13.0	1.0
73.0	1.0	3.0
2.0	5.0	4.0
25.0	25.0	9.0
34.0	7.0	7.0
186.0	3.0	0.0
1.0	27.0	16.0
36.0	0.0	1.0
14.0	0.0	0.0
106.0	2.0	2.0
416.0	2.0	0.0
3.0	15.0	3.0
25.0	0.0	0.0
3.0	0.0	0.0
36.0	0.0	1.0
0.0	21.0	5.0
148.0	0.0	0.0
17.0	0.0	3.0
26.0	2.0	1.0
99.0	0.0	1.0
99.0	4.0	3.0
76.0	1.0	2.0
66.0	0.0	0.0
52.0	1.0	3.0
18.0	2.0	2.0
3.0	24.0	1.0
31.0	2.0	0.0
167.0	0.0	0.0
89.0	0.0	0.0
0.0	1.0	1.0
0.0	3.0	1.0
109.0	0.0	0.0
151.0	9.0	2.0
136.0	0.0	1.0
1.0	13.0	2.0
68.0	0.0	0.0
101.0	0.0	1.0
4.0	26.0	8.0
104.0	0.0	0.0
0.0	18.0	15.0
103.0	1.0	1.0
6.0	17.0	6.0
1.0	19.0	8.0
237.0	0.0	3.0
139.0	10.0	5.0
316.0	1.0	1.0
54.0	0.0	1.0
226.0	0.0	0.0
62.0	2.0	2.0
4.0	6.0	1.0
45.0	2.0	0.0
266.0	3.0	2.0
97.0	3.0	0.0
4.0	21.0	7.0
244.0	3.0	0.0
23.0	0.0	1.0
8.0	3.0	2.0
4.0	2.0	1.0
131.0	1.0	1.0
96.0	1.0	1.0
0.0	18.0	18.0
103.0	0.0	0.0
0.0	8.0	11.0
0.0	22.0	6.0
251.0	1.0	4.0
1.0	19.0	14.0
214.0	6.0	0.0
2.0	27.0	6.0
18.0	7.0	1.0
4.0	2.0	1.0
0.0	0.0	3.0
0.0	11.0	5.0
0.0	21.0	13.0
133.0	0.0	0.0
143.0	1.0	0.0
146.0	0.0	1.0
177.0	2.0	4.0
36.0	3.0	3.0
1.0	2.0	6.0
155.0	42.0	12.0
171.0	3.0	5.0
1.0	2.0	1.0
1.0	16.0	1.0
195.0	1.0	3.0
1.0	18.0	20.0
185.0	4.0	5.0
1.0	50.0	20.0
6.0	1.0	2.0
192.0	2.0	0.0
79.0	3.0	1.0
1.0	3.0	2.0
43.0	2.0	0.0
82.0	3.0	5.0
91.0	7.0	2.0
21.0	0.0	0.0
157.0	2.0	2.0
223.0	17.0	3.0
5.0	2.0	2.0
123.0	21.0	17.0
123.0	2.0	6.0
65.0	1.0	0.0
0.0	8.0	16.0
0.0	15.0	2.0
1.0	0.0	1.0
15.0	5.0	0.0
64.0	23.0	3.0
203.0	0.0	0.0
106.0	25.0	7.0
1.0	26.0	7.0
0.0	0.0	0.0
1.0	12.0	8.0
120.0	2.0	0.0
131.0	0.0	1.0
192.0	2.0	1.0
21.0	4.0	0.0
70.0	0.0	0.0
113.0	4.0	5.0
1.0	7.0	3.0
32.0	18.0	7.0
41.0	0.0	0.0
29.0	0.0	1.0
38.0	0.0	0.0
3.0	28.0	13.0
2.0	6.0	2.0
27.0	1.0	2.0
156.0	12.0	11.0
116.0	2.0	3.0
345.0	0.0	7.0
46.0	5.0	3.0
26.0	5.0	0.0
207.0	3.0	3.0
2.0	10.0	15.0
0.0	3.0	3.0
2.0	4.0	2.0
145.0	1.0	0.0
215.0	4.0	1.0
0.0	13.0	13.0
2.0	17.0	15.0
10.0	10.0	0.0
71.0	1.0	0.0
0.0	18.0	10.0
77.0	0.0	1.0
51.0	1.0	1.0
49.0	32.0	16.0
249.0	0.0	0.0
50.0	14.0	16.0
60.0	0.0	1.0
11.0	4.0	2.0
89.0	4.0	2.0
104.0	2.0	3.0
8.0	4.0	2.0
0.0	16.0	13.0
42.0	3.0	0.0
5.0	23.0	45.0
1.0	7.0	7.0
2.0	8.0	4.0
190.0	0.0	3.0
15.0	30.0	19.0
411.0	12.0	3.0
31.0	3.0	2.0
1.0	32.0	18.0
2.0	7.0	2.0
0.0	20.0	2.0
2.0	2.0	12.0
151.0	19.0	7.0
220.0	0.0	1.0
106.0	0.0	1.0
28.0	1.0	0.0
4.0	25.0	10.0
1.0	9.0	17.0
37.0	0.0	0.0
0.0	9.0	4.0
1.0	10.0	17.0
2.0	23.0	14.0
12.0	5.0	2.0
1.0	16.0	1.0
306.0	4.0	4.0
1.0	22.0	14.0
134.0	0.0	1.0
150.0	0.0	0.0
1.0	4.0	2.0
0.0	21.0	27.0
9.0	4.0	1.0
298.0	1.0	0.0
140.0	5.0	1.0
85.0	1.0	0.0
2.0	7.0	0.0
121.0	1.0	1.0
26.0	26.0	8.0
95.0	21.0	13.0
2.0	21.0	4.0
150.0	2.0	0.0
144.0	1.0	0.0
212.0	0.0	0.0
113.0	5.0	0.0
2.0	10.0	14.0
315.0	2.0	4.0
1.0	14.0	16.0
26.0	0.0	1.0
146.0	0.0	0.0
3.0	1.0	1.0
2.0	8.0	1.0
9.0	13.0	3.0
56.0	1.0	3.0
2.0	6.0	3.0
39.0	0.0	1.0
1.0	0.0	0.0
2.0	0.0	1.0
4.0	4.0	2.0
15.0	13.0	8.0
64.0	14.0	9.0
6.0	11.0	2.0
43.0	8.0	6.0
133.0	0.0	2.0
143.0	1.0	0.0
128.0	1.0	0.0
3.0	42.0	26.0
49.0	1.0	1.0
75.0	3.0	1.0
196.0	1.0	0.0
1.0	2.0	0.0
1.0	21.0	8.0
195.0	1.0	2.0
50.0	0.0	0.0
8.0	29.0	26.0
1.0	10.0	7.0
39.0	8.0	11.0
39.0	1.0	2.0
127.0	0.0	3.0
156.0	1.0	0.0
8.0	1.0	1.0
19.0	8.0	4.0
45.0	2.0	0.0
142.0	0.0	1.0
11.0	6.0	5.0
154.0	2.0	0.0
5.0	2.0	4.0
53.0	0.0	0.0
192.0	1.0	0.0
183.0	31.0	3.0
210.0	5.0	1.0
19.0	2.0	2.0
0.0	32.0	19.0
136.0	1.0	1.0
0.0	5.0	2.0
33.0	1.0	2.0
68.0	9.0	9.0
131.0	7.0	4.0
37.0	2.0	3.0
0.0	9.0	5.0
25.0	0.0	2.0
0.0	4.0	1.0
5.0	1.0	0.0
13.0	0.0	1.0
110.0	0.0	3.0
10.0	19.0	4.0
69.0	2.0	0.0
161.0	2.0	4.0
44.0	1.0	0.0
5.0	12.0	9.0
310.0	15.0	4.0
18.0	17.0	2.0
1.0	16.0	15.0
34.0	0.0	0.0
0.0	4.0	1.0
104.0	1.0	1.0
103.0	3.0	1.0
121.0	0.0	1.0
50.0	1.0	0.0
1.0	16.0	16.0
3.0	4.0	3.0
4.0	23.0	12.0
170.0	1.0	0.0
139.0	3.0	2.0
0.0	28.0	14.0
12.0	0.0	2.0
4.0	5.0	4.0
3.0	30.0	9.0
0.0	0.0	0.0
54.0	2.0	1.0
115.0	1.0	5.0
211.0	1.0	1.0
29.0	15.0	8.0
96.0	10.0	20.0
5.0	76.0	29.0
0.0	10.0	8.0
2.0	9.0	5.0
1.0	7.0	8.0
14.0	0.0	0.0
29.0	2.0	0.0
32.0	5.0	1.0
134.0	2.0	3.0
1.0	28.0	19.0
167.0	2.0	1.0
188.0	1.0	1.0
97.0	1.0	3.0
78.0	12.0	5.0
288.0	1.0	1.0
53.0	1.0	5.0
26.0	2.0	0.0
59.0	31.0	30.0
210.0	5.0	1.0
6.0	3.0	1.0
8.0	7.0	0.0
76.0	2.0	0.0
157.0	10.0	2.0
4.0	32.0	16.0
2.0	6.0	4.0
3.0	5.0	1.0
259.0	2.0	0.0
3.0	23.0	6.0
207.0	1.0	0.0
240.0	24.0	12.0
153.0	1.0	1.0
60.0	3.0	0.0
18.0	2.0	0.0
119.0	32.0	4.0
114.0	3.0	2.0
9.0	0.0	2.0
146.0	1.0	1.0
2.0	20.0	13.0
259.0	0.0	4.0
154.0	1.0	1.0
142.0	21.0	14.0
34.0	0.0	0.0
16.0	3.0	0.0
118.0	2.0	1.0
6.0	9.0	2.0
1.0	22.0	8.0
23.0	0.0	0.0
2.0	18.0	15.0
0.0	0.0	0.0
135.0	1.0	0.0
149.0	3.0	1.0
131.0	1.0	0.0
3.0	20.0	17.0
0.0	17.0	8.0
1.0	18.0	9.0
104.0	2.0	0.0
3.0	15.0	10.0
37.0	2.0	1.0
35.0	3.0	0.0
156.0	1.0	1.0
219.0	2.0	5.0
1.0	8.0	15.0
3.0	6.0	3.0
242.0	2.0	2.0
71.0	3.0	6.0
0.0	10.0	7.0
2.0	29.0	23.0
27.0	71.0	33.0
101.0	9.0	6.0
4.0	36.0	20.0
18.0	9.0	2.0
146.0	5.0	1.0
0.0	13.0	13.0
13.0	0.0	3.0
91.0	1.0	2.0
1.0	16.0	16.0
131.0	3.0	0.0
289.0	2.0	0.0
1.0	3.0	2.0
80.0	1.0	0.0
32.0	2.0	1.0
199.0	1.0	3.0
158.0	3.0	0.0
33.0	6.0	0.0
16.0	3.0	1.0
127.0	15.0	8.0
195.0	3.0	0.0
431.0	18.0	13.0
33.0	2.0	0.0
20.0	3.0	3.0
50.0	0.0	1.0
0.0	16.0	10.0
1.0	8.0	8.0
13.0	3.0	2.0
211.0	3.0	0.0
128.0	3.0	3.0
272.0	0.0	1.0
72.0	17.0	3.0
23.0	2.0	2.0
61.0	25.0	5.0
23.0	1.0	1.0
220.0	2.0	0.0
12.0	2.0	0.0
266.0	1.0	1.0
169.0	3.0	2.0
82.0	35.0	16.0
65.0	4.0	2.0
27.0	1.0	0.0
34.0	8.0	6.0
24.0	11.0	10.0
140.0	21.0	12.0
91.0	1.0	0.0
131.0	22.0	15.0
24.0	20.0	15.0
107.0	3.0	1.0
1.0	20.0	9.0
218.0	2.0	0.0
6.0	21.0	8.0
1.0	10.0	16.0
141.0	2.0	1.0
6.0	4.0	0.0
0.0	34.0	11.0
0.0	14.0	12.0
1.0	23.0	7.0
283.0	3.0	0.0
141.0	4.0	0.0
40.0	4.0	0.0
230.0	9.0	1.0
1.0	0.0	0.0
5.0	15.0	11.0
306.0	31.0	8.0
205.0	2.0	0.0
55.0	0.0	0.0
5.0	47.0	14.0
47.0	1.0	0.0
159.0	1.0	3.0
228.0	8.0	10.0
105.0	2.0	3.0
221.0	1.0	0.0
91.0	2.0	1.0
230.0	16.0	2.0
34.0	5.0	0.0
30.0	0.0	0.0
50.0	0.0	1.0
10.0	2.0	1.0
2.0	21.0	8.0
20.0	1.0	0.0
7.0	5.0	1.0
283.0	1.0	2.0
224.0	4.0	3.0
3.0	6.0	1.0
3.0	4.0	1.0
98.0	0.0	3.0
149.0	0.0	1.0
25.0	1.0	5.0
250.0	2.0	0.0
1.0	4.0	3.0
120.0	1.0	2.0
103.0	15.0	27.0
178.0	8.0	13.0
271.0	2.0	1.0
83.0	22.0	4.0
199.0	3.0	1.0
0.0	19.0	19.0
39.0	3.0	5.0
2.0	5.0	7.0
128.0	1.0	2.0
184.0	1.0	3.0
97.0	26.0	18.0
344.0	0.0	0.0
1.0	8.0	1.0
4.0	41.0	19.0
33.0	1.0	0.0
3.0	0.0	0.0
2.0	5.0	8.0
38.0	6.0	0.0
9.0	0.0	0.0
50.0	1.0	0.0
41.0	3.0	2.0
207.0	1.0	0.0
50.0	2.0	2.0
6.0	1.0	5.0
7.0	6.0	3.0
10.0	3.0	1.0
151.0	9.0	6.0
185.0	0.0	1.0
10.0	12.0	22.0
27.0	10.0	5.0
262.0	3.0	1.0
0.0	10.0	11.0
3.0	25.0	24.0
1.0	16.0	9.0
10.0	1.0	1.0
44.0	1.0	0.0
4.0	14.0	26.0
94.0	9.0	8.0
2.0	14.0	15.0
43.0	31.0	11.0
34.0	11.0	4.0
58.0	29.0	19.0
0.0	8.0	2.0
5.0	2.0	0.0
30.0	0.0	0.0
2.0	65.0	32.0
1.0	3.0	0.0
3.0	5.0	4.0
84.0	10.0	1.0
61.0	7.0	3.0
462.0	27.0	17.0
89.0	0.0	0.0
96.0	2.0	1.0
46.0	0.0	1.0
15.0	6.0	1.0
115.0	57.0	17.0
166.0	23.0	13.0
31.0	5.0	1.0
4.0	2.0	0.0
1.0	23.0	11.0
41.0	60.0	26.0
1.0	7.0	5.0
238.0	24.0	12.0
2.0	16.0	18.0
8.0	20.0	6.0
1.0	4.0	22.0
34.0	16.0	7.0
5.0	7.0	1.0
1.0	2.0	1.0
6.0	8.0	2.0
6.0	15.0	5.0
2.0	26.0	29.0
2.0	3.0	2.0
190.0	1.0	8.0
17.0	0.0	0.0
111.0	17.0	11.0
104.0	21.0	21.0
121.0	0.0	2.0
220.0	4.0	2.0
168.0	0.0	3.0
25.0	0.0	0.0
190.0	1.0	1.0
16.0	4.0	0.0
445.0	1.0	2.0
3.0	22.0	3.0
111.0	15.0	1.0
0.0	26.0	11.0
1.0	18.0	14.0
3.0	15.0	6.0
1.0	2.0	9.0
45.0	2.0	0.0
7.0	0.0	0.0
203.0	12.0	1.0
38.0	0.0	0.0
0.0	6.0	4.0
1.0	11.0	3.0
231.0	2.0	1.0
236.0	0.0	0.0
11.0	5.0	2.0
97.0	0.0	2.0
30.0	2.0	0.0
7.0	10.0	3.0
28.0	0.0	0.0
27.0	1.0	0.0
103.0	4.0	0.0
2.0	13.0	6.0
157.0	0.0	1.0
0.0	6.0	13.0
111.0	1.0	0.0
155.0	4.0	1.0
28.0	1.0	4.0
409.0	4.0	5.0
58.0	2.0	4.0
4.0	22.0	6.0
6.0	21.0	16.0
2.0	8.0	2.0
296.0	1.0	0.0
174.0	0.0	1.0
2.0	6.0	1.0
0.0	1.0	0.0
145.0	0.0	0.0
206.0	2.0	4.0
27.0	2.0	1.0
10.0	0.0	0.0
172.0	1.0	0.0
87.0	0.0	0.0
36.0	3.0	0.0
39.0	3.0	1.0
32.0	2.0	0.0
149.0	2.0	5.0
2.0	18.0	20.0
2.0	38.0	23.0
165.0	5.0	0.0
120.0	3.0	3.0
10.0	41.0	7.0
1.0	13.0	19.0
2.0	6.0	2.0
355.0	41.0	9.0
96.0	0.0	1.0
498.0	3.0	3.0
269.0	5.0	2.0
10.0	2.0	3.0
2.0	3.0	7.0
202.0	4.0	0.0
212.0	3.0	1.0
18.0	7.0	2.0
220.0	20.0	9.0
163.0	3.0	1.0
1.0	8.0	5.0
42.0	0.0	0.0
108.0	2.0	1.0
110.0	2.0	2.0
33.0	0.0	1.0
17.0	6.0	3.0
0.0	26.0	18.0
100.0	1.0	1.0
54.0	3.0	0.0
4.0	0.0	1.0
313.0	6.0	1.0
5.0	26.0	0.0
4.0	16.0	6.0
1.0	1.0	5.0
236.0	4.0	1.0
21.0	13.0	1.0
133.0	5.0	0.0
7.0	23.0	23.0
1.0	3.0	4.0
94.0	1.0	3.0
0.0	3.0	1.0
2.0	10.0	8.0
0.0	7.0	2.0
16.0	5.0	8.0
5.0	26.0	13.0
4.0	6.0	3.0
187.0	1.0	1.0
42.0	1.0	1.0
29.0	6.0	1.0
1.0	3.0	3.0
23.0	14.0	6.0
2.0	7.0	7.0
1.0	13.0	5.0
0.0	1.0	10.0
15.0	1.0	0.0
237.0	0.0	0.0
73.0	25.0	9.0
17.0	22.0	7.0
11.0	2.0	1.0
1.0	8.0	7.0
3.0	23.0	8.0
256.0	1.0	0.0
0.0	16.0	2.0
3.0	53.0	16.0
2.0	24.0	12.0
1.0	10.0	17.0
17.0	9.0	2.0
5.0	18.0	15.0
40.0	1.0	1.0
12.0	15.0	14.0
0.0	13.0	16.0
5.0	0.0	0.0
2.0	5.0	2.0
148.0	2.0	0.0
36.0	0.0	0.0
0.0	10.0	13.0
5.0	4.0	11.0
7.0	54.0	23.0
43.0	3.0	0.0
13.0	0.0	0.0
28.0	3.0	0.0
245.0	1.0	1.0
65.0	2.0	2.0
4.0	85.0	21.0
11.0	19.0	7.0
109.0	7.0	5.0
236.0	4.0	0.0
53.0	5.0	0.0
45.0	0.0	0.0
83.0	0.0	0.0
2.0	7.0	12.0
5.0	98.0	36.0
4.0	8.0	1.0
13.0	7.0	5.0
150.0	19.0	13.0
144.0	0.0	0.0
8.0	3.0	0.0
233.0	2.0	0.0
13.0	6.0	8.0
370.0	1.0	2.0
95.0	0.0	1.0
35.0	9.0	3.0
2.0	30.0	11.0
1.0	13.0	0.0
24.0	31.0	5.0
169.0	5.0	1.0
28.0	31.0	16.0
22.0	0.0	2.0
59.0	2.0	0.0
106.0	1.0	2.0
138.0	1.0	3.0
330.0	1.0	1.0
67.0	2.0	2.0
1.0	8.0	1.0
1.0	6.0	3.0
180.0	3.0	2.0
9.0	20.0	0.0
9.0	4.0	0.0
28.0	4.0	3.0
0.0	16.0	16.0
10.0	1.0	7.0
169.0	2.0	0.0
358.0	1.0	1.0
27.0	1.0	0.0
1.0	16.0	8.0
2.0	21.0	3.0
198.0	1.0	2.0
21.0	1.0	2.0
64.0	0.0	0.0
2.0	2.0	0.0
214.0	0.0	0.0
17.0	9.0	1.0
230.0	2.0	1.0
94.0	3.0	3.0
0.0	9.0	14.0
0.0	4.0	8.0
83.0	6.0	2.0
64.0	0.0	3.0
8.0	4.0	2.0
4.0	29.0	15.0
70.0	23.0	5.0
392.0	9.0	4.0
3.0	28.0	10.0
42.0	10.0	15.0
29.0	7.0	1.0
1.0	0.0	6.0
35.0	6.0	0.0
1.0	16.0	7.0
1123.0	25.0	13.0
202.0	0.0	0.0
1.0	2.0	1.0
15.0	2.0	1.0
1.0	16.0	16.0
41.0	1.0	0.0
137.0	3.0	1.0
98.0	4.0	0.0
108.0	0.0	0.0
2.0	18.0	0.0
68.0	1.0	1.0
1.0	31.0	26.0
294.0	1.0	1.0
202.0	7.0	2.0
1.0	15.0	10.0
19.0	3.0	1.0
2.0	64.0	27.0
8.0	16.0	3.0
528.0	3.0	3.0
0.0	20.0	7.0
142.0	1.0	0.0
101.0	2.0	2.0
155.0	37.0	18.0
2.0	53.0	11.0
34.0	1.0	1.0
6.0	11.0	4.0
2.0	5.0	3.0
2.0	5.0	6.0
15.0	1.0	2.0
215.0	1.0	2.0
59.0	0.0	1.0
212.0	2.0	0.0
0.0	26.0	20.0
342.0	0.0	1.0
254.0	0.0	1.0
29.0	1.0	0.0
3.0	34.0	21.0
224.0	1.0	1.0
0.0	2.0	9.0
43.0	5.0	1.0
7.0	7.0	0.0
332.0	1.0	0.0
137.0	2.0	0.0
49.0	1.0	0.0
15.0	2.0	4.0
4.0	4.0	1.0
41.0	41.0	16.0
324.0	1.0	0.0
13.0	11.0	6.0
52.0	4.0	2.0
127.0	6.0	5.0
136.0	0.0	1.0
1.0	1.0	1.0
8.0	0.0	2.0
320.0	1.0	1.0
5.0	0.0	0.0
22.0	9.0	0.0
198.0	0.0	1.0
104.0	15.0	3.0
226.0	23.0	5.0
0.0	0.0	0.0
0.0	7.0	10.0
23.0	3.0	3.0
67.0	2.0	1.0
60.0	1.0	0.0
185.0	0.0	1.0
166.0	3.0	3.0
4.0	3.0	7.0
97.0	0.0	0.0
427.0	1.0	0.0
2.0	7.0	1.0
29.0	1.0	1.0
1.0	2.0	9.0
50.0	3.0	4.0
35.0	0.0	1.0
6.0	4.0	3.0
1.0	2.0	2.0
294.0	0.0	0.0
2.0	16.0	10.0
8.0	4.0	0.0
41.0	16.0	11.0
1.0	16.0	10.0
4.0	4.0	0.0
90.0	10.0	1.0
3.0	35.0	10.0
73.0	2.0	2.0
199.0	1.0	0.0
8.0	1.0	1.0
100.0	10.0	1.0
3.0	14.0	4.0
152.0	0.0	6.0
213.0	1.0	0.0
1.0	14.0	11.0
3.0	31.0	21.0
200.0	23.0	5.0
178.0	3.0	0.0
57.0	0.0	0.0
165.0	2.0	0.0
166.0	3.0	9.0
6.0	7.0	1.0
27.0	0.0	1.0
27.0	6.0	0.0
17.0	1.0	0.0
234.0	2.0	5.0
84.0	2.0	0.0
132.0	5.0	2.0
253.0	10.0	4.0
12.0	4.0	3.0
0.0	0.0	1.0
241.0	0.0	0.0
2.0	3.0	0.0
0.0	5.0	2.0
