Fabp7	Sox11	Cd24a
92.0	1.0	2.0
32.0	1.0	1.0
255.0	1.0	1.0
3.0	20.0	3.0
244.0	68.0	20.0
51.0	12.0	4.0
300.0	1.0	0.0
47.0	0.0	1.0
323.0	3.0	1.0
166.0	0.0	1.0
3.0	33.0	6.0
32.0	2.0	2.0
4.0	3.0	0.0
35.0	21.0	3.0
0.0	10.0	9.0
262.0	0.0	1.0
121.0	18.0	11.0
1.0	7.0	8.0
148.0	0.0	5.0
4.0	2.0	0.0
3.0	16.0	3.0
0.0	1.0	4.0
128.0	1.0	0.0
8.0	1.0	1.0
29.0	0.0	1.0
7.0	5.0	4.0
186.0	8.0	1.0
201.0	2.0	0.0
0.0	8.0	1.0
36.0	0.0	0.0
62.0	11.0	3.0
4.0	2.0	5.0
6.0	4.0	2.0
101.0	1.0	1.0
192.0	0.0	0.0
98.0	1.0	0.0
1.0	27.0	26.0
15.0	3.0	1.0
108.0	5.0	1.0
185.0	1.0	1.0
53.0	18.0	10.0
14.0	0.0	0.0
42.0	16.0	7.0
68.0	7.0	1.0
5.0	3.0	0.0
100.0	3.0	2.0
3.0	18.0	20.0
14.0	6.0	2.0
157.0	2.0	1.0
108.0	5.0	1.0
120.0	5.0	6.0
183.0	1.0	0.0
127.0	0.0	0.0
95.0	0.0	1.0
114.0	0.0	1.0
2.0	8.0	2.0
140.0	2.0	1.0
36.0	1.0	0.0
28.0	3.0	3.0
21.0	1.0	0.0
176.0	2.0	0.0
4.0	6.0	1.0
15.0	6.0	5.0
149.0	1.0	6.0
91.0	2.0	2.0
100.0	1.0	1.0
188.0	0.0	0.0
14.0	2.0	1.0
50.0	2.0	1.0
0.0	30.0	20.0
116.0	3.0	0.0
150.0	27.0	2.0
177.0	1.0	0.0
158.0	1.0	5.0
9.0	14.0	6.0
8.0	17.0	6.0
1.0	23.0	14.0
23.0	0.0	0.0
57.0	1.0	3.0
284.0	0.0	1.0
44.0	5.0	2.0
115.0	1.0	1.0
21.0	6.0	1.0
6.0	4.0	3.0
52.0	7.0	4.0
0.0	3.0	2.0
29.0	6.0	0.0
39.0	0.0	2.0
0.0	22.0	2.0
0.0	31.0	14.0
13.0	3.0	0.0
8.0	1.0	0.0
1.0	3.0	3.0
363.0	8.0	3.0
273.0	2.0	1.0
1.0	10.0	13.0
126.0	28.0	10.0
1.0	5.0	10.0
54.0	0.0	1.0
195.0	7.0	2.0
38.0	3.0	3.0
276.0	6.0	1.0
2.0	18.0	2.0
0.0	25.0	19.0
12.0	5.0	3.0
105.0	1.0	0.0
0.0	27.0	19.0
19.0	1.0	1.0
5.0	1.0	1.0
232.0	1.0	2.0
6.0	3.0	0.0
49.0	2.0	3.0
145.0	2.0	1.0
67.0	3.0	3.0
86.0	3.0	0.0
3.0	21.0	8.0
3.0	2.0	2.0
1.0	57.0	27.0
179.0	2.0	1.0
36.0	2.0	1.0
48.0	2.0	2.0
275.0	0.0	2.0
100.0	2.0	0.0
9.0	1.0	1.0
40.0	0.0	0.0
20.0	2.0	0.0
205.0	0.0	3.0
108.0	20.0	13.0
26.0	2.0	1.0
195.0	1.0	0.0
33.0	25.0	9.0
1.0	20.0	12.0
151.0	0.0	0.0
51.0	1.0	1.0
100.0	4.0	2.0
238.0	2.0	1.0
105.0	4.0	3.0
44.0	1.0	0.0
22.0	3.0	0.0
0.0	4.0	2.0
1.0	0.0	0.0
0.0	3.0	1.0
22.0	1.0	1.0
25.0	1.0	1.0
1.0	4.0	2.0
37.0	0.0	0.0
131.0	3.0	1.0
109.0	1.0	4.0
121.0	32.0	26.0
131.0	30.0	10.0
11.0	4.0	4.0
140.0	23.0	5.0
16.0	0.0	0.0
18.0	2.0	2.0
59.0	0.0	1.0
276.0	7.0	4.0
281.0	2.0	0.0
72.0	1.0	2.0
131.0	0.0	0.0
0.0	14.0	11.0
3.0	18.0	3.0
145.0	1.0	6.0
111.0	1.0	1.0
2.0	7.0	2.0
38.0	1.0	1.0
8.0	28.0	7.0
0.0	10.0	17.0
119.0	0.0	1.0
64.0	3.0	1.0
6.0	23.0	16.0
203.0	2.0	2.0
199.0	0.0	3.0
0.0	25.0	13.0
112.0	4.0	1.0
6.0	40.0	6.0
0.0	14.0	27.0
20.0	1.0	3.0
15.0	7.0	13.0
98.0	17.0	0.0
97.0	20.0	6.0
78.0	12.0	3.0
1.0	25.0	10.0
21.0	1.0	1.0
401.0	1.0	1.0
1.0	6.0	13.0
109.0	1.0	1.0
0.0	14.0	21.0
0.0	11.0	2.0
79.0	3.0	0.0
17.0	4.0	0.0
32.0	3.0	1.0
139.0	1.0	1.0
68.0	0.0	2.0
0.0	10.0	8.0
0.0	1.0	1.0
117.0	0.0	1.0
28.0	0.0	2.0
57.0	2.0	0.0
9.0	0.0	0.0
10.0	0.0	0.0
5.0	0.0	1.0
141.0	3.0	0.0
17.0	2.0	0.0
59.0	30.0	28.0
142.0	0.0	0.0
197.0	1.0	0.0
7.0	6.0	5.0
92.0	2.0	0.0
65.0	16.0	14.0
141.0	2.0	2.0
127.0	5.0	0.0
93.0	2.0	2.0
269.0	0.0	0.0
301.0	2.0	0.0
2.0	6.0	6.0
131.0	0.0	1.0
96.0	0.0	0.0
80.0	0.0	0.0
286.0	3.0	0.0
44.0	7.0	1.0
153.0	0.0	0.0
209.0	1.0	1.0
57.0	1.0	1.0
53.0	8.0	4.0
88.0	1.0	1.0
3.0	19.0	9.0
1.0	24.0	8.0
27.0	6.0	3.0
43.0	0.0	4.0
88.0	12.0	4.0
110.0	1.0	1.0
0.0	9.0	8.0
0.0	25.0	17.0
0.0	6.0	7.0
1.0	7.0	3.0
0.0	25.0	14.0
214.0	2.0	1.0
79.0	0.0	0.0
2.0	2.0	1.0
7.0	28.0	20.0
34.0	2.0	2.0
215.0	4.0	1.0
4.0	2.0	1.0
260.0	10.0	5.0
16.0	5.0	2.0
111.0	3.0	2.0
87.0	2.0	3.0
15.0	19.0	7.0
70.0	23.0	13.0
235.0	20.0	13.0
0.0	9.0	23.0
155.0	1.0	0.0
0.0	2.0	1.0
98.0	1.0	0.0
2.0	6.0	0.0
8.0	3.0	1.0
161.0	0.0	1.0
119.0	14.0	17.0
2.0	7.0	5.0
42.0	2.0	3.0
275.0	0.0	1.0
6.0	9.0	4.0
2.0	5.0	0.0
215.0	1.0	2.0
149.0	0.0	1.0
31.0	0.0	2.0
82.0	0.0	2.0
46.0	9.0	6.0
19.0	20.0	1.0
20.0	2.0	3.0
184.0	1.0	2.0
0.0	8.0	9.0
53.0	0.0	0.0
0.0	5.0	2.0
18.0	0.0	1.0
219.0	1.0	0.0
3.0	17.0	7.0
114.0	15.0	1.0
193.0	0.0	1.0
58.0	0.0	0.0
317.0	1.0	1.0
29.0	1.0	4.0
48.0	0.0	0.0
0.0	8.0	0.0
5.0	1.0	4.0
10.0	0.0	4.0
3.0	20.0	12.0
44.0	2.0	0.0
32.0	0.0	0.0
164.0	1.0	0.0
14.0	21.0	6.0
172.0	0.0	1.0
93.0	7.0	2.0
29.0	4.0	0.0
87.0	1.0	2.0
4.0	15.0	5.0
0.0	1.0	0.0
12.0	0.0	1.0
60.0	2.0	4.0
170.0	3.0	1.0
165.0	2.0	1.0
212.0	2.0	4.0
202.0	23.0	6.0
26.0	40.0	22.0
209.0	0.0	0.0
4.0	2.0	4.0
197.0	0.0	1.0
202.0	5.0	0.0
7.0	2.0	6.0
39.0	2.0	1.0
66.0	1.0	0.0
175.0	2.0	0.0
9.0	6.0	0.0
145.0	1.0	0.0
1.0	17.0	7.0
101.0	2.0	2.0
5.0	23.0	11.0
2.0	0.0	0.0
40.0	27.0	13.0
116.0	2.0	1.0
7.0	1.0	1.0
0.0	7.0	0.0
7.0	9.0	16.0
19.0	0.0	0.0
0.0	3.0	1.0
78.0	0.0	1.0
95.0	3.0	1.0
35.0	2.0	0.0
136.0	0.0	0.0
312.0	4.0	3.0
20.0	2.0	1.0
256.0	10.0	1.0
51.0	9.0	4.0
67.0	1.0	0.0
70.0	2.0	0.0
7.0	5.0	4.0
73.0	3.0	1.0
17.0	23.0	9.0
288.0	0.0	0.0
125.0	2.0	2.0
50.0	1.0	0.0
21.0	6.0	2.0
2.0	5.0	1.0
56.0	1.0	0.0
60.0	0.0	0.0
1.0	4.0	5.0
241.0	2.0	2.0
73.0	5.0	3.0
5.0	6.0	0.0
3.0	12.0	1.0
167.0	0.0	0.0
29.0	10.0	4.0
394.0	1.0	1.0
95.0	1.0	2.0
94.0	3.0	0.0
56.0	0.0	1.0
24.0	19.0	14.0
28.0	0.0	0.0
32.0	0.0	4.0
172.0	0.0	1.0
17.0	2.0	0.0
222.0	6.0	1.0
11.0	16.0	11.0
248.0	0.0	0.0
48.0	1.0	3.0
226.0	4.0	1.0
34.0	0.0	1.0
19.0	3.0	0.0
4.0	9.0	2.0
2.0	11.0	9.0
2.0	21.0	10.0
119.0	1.0	0.0
90.0	0.0	3.0
134.0	1.0	0.0
86.0	1.0	0.0
54.0	0.0	2.0
211.0	0.0	0.0
213.0	0.0	0.0
175.0	7.0	3.0
145.0	1.0	0.0
187.0	0.0	0.0
0.0	16.0	6.0
464.0	1.0	0.0
11.0	1.0	0.0
1.0	43.0	19.0
2.0	9.0	5.0
5.0	1.0	2.0
186.0	3.0	1.0
63.0	0.0	0.0
13.0	1.0	1.0
402.0	22.0	10.0
223.0	2.0	10.0
29.0	3.0	3.0
60.0	2.0	2.0
7.0	31.0	15.0
3.0	18.0	14.0
113.0	1.0	1.0
108.0	8.0	3.0
0.0	11.0	10.0
196.0	2.0	0.0
2.0	16.0	5.0
319.0	25.0	9.0
20.0	1.0	1.0
0.0	12.0	16.0
0.0	1.0	0.0
5.0	20.0	3.0
14.0	2.0	0.0
89.0	0.0	4.0
149.0	54.0	11.0
20.0	28.0	10.0
7.0	0.0	2.0
0.0	1.0	0.0
123.0	1.0	0.0
24.0	6.0	4.0
0.0	6.0	12.0
10.0	0.0	0.0
96.0	5.0	0.0
2.0	21.0	9.0
109.0	2.0	0.0
22.0	6.0	1.0
299.0	1.0	0.0
79.0	0.0	0.0
86.0	1.0	1.0
131.0	23.0	13.0
0.0	4.0	18.0
44.0	0.0	18.0
8.0	12.0	1.0
85.0	1.0	0.0
83.0	0.0	0.0
6.0	2.0	0.0
39.0	2.0	1.0
1.0	15.0	5.0
10.0	1.0	1.0
127.0	0.0	0.0
22.0	5.0	2.0
15.0	0.0	1.0
180.0	2.0	3.0
227.0	1.0	4.0
14.0	5.0	7.0
96.0	13.0	2.0
333.0	2.0	1.0
152.0	1.0	1.0
35.0	5.0	0.0
2.0	18.0	8.0
165.0	1.0	0.0
1.0	8.0	3.0
50.0	8.0	2.0
43.0	0.0	1.0
193.0	1.0	2.0
94.0	2.0	2.0
132.0	2.0	0.0
1.0	15.0	7.0
3.0	1.0	3.0
1.0	15.0	12.0
0.0	6.0	7.0
53.0	0.0	4.0
52.0	2.0	0.0
237.0	2.0	1.0
1.0	1.0	1.0
99.0	0.0	0.0
0.0	6.0	8.0
17.0	4.0	7.0
2.0	3.0	0.0
535.0	2.0	6.0
66.0	11.0	4.0
370.0	1.0	1.0
59.0	66.0	25.0
0.0	32.0	18.0
35.0	0.0	0.0
395.0	28.0	12.0
149.0	6.0	3.0
273.0	2.0	2.0
41.0	12.0	11.0
3.0	3.0	1.0
21.0	2.0	4.0
88.0	1.0	1.0
187.0	3.0	0.0
6.0	3.0	2.0
118.0	2.0	0.0
222.0	3.0	0.0
100.0	2.0	1.0
0.0	17.0	14.0
0.0	23.0	8.0
63.0	2.0	4.0
1.0	1.0	2.0
147.0	0.0	2.0
191.0	0.0	1.0
108.0	2.0	1.0
2.0	2.0	4.0
0.0	3.0	1.0
44.0	2.0	2.0
683.0	15.0	4.0
0.0	2.0	1.0
160.0	0.0	2.0
10.0	14.0	2.0
85.0	4.0	1.0
187.0	6.0	2.0
0.0	22.0	9.0
206.0	3.0	0.0
28.0	9.0	3.0
1.0	9.0	6.0
80.0	0.0	2.0
37.0	1.0	0.0
37.0	0.0	1.0
69.0	2.0	6.0
322.0	0.0	0.0
1.0	1.0	0.0
51.0	0.0	0.0
84.0	81.0	41.0
189.0	1.0	0.0
23.0	3.0	0.0
218.0	3.0	3.0
83.0	0.0	2.0
85.0	8.0	5.0
14.0	4.0	1.0
2.0	13.0	13.0
43.0	5.0	1.0
153.0	1.0	0.0
0.0	16.0	6.0
1.0	12.0	0.0
160.0	1.0	0.0
0.0	24.0	19.0
3.0	9.0	3.0
47.0	0.0	1.0
34.0	11.0	3.0
4.0	11.0	2.0
2.0	14.0	7.0
132.0	0.0	1.0
107.0	0.0	2.0
4.0	2.0	0.0
104.0	0.0	0.0
133.0	27.0	14.0
138.0	3.0	0.0
104.0	0.0	0.0
0.0	0.0	3.0
0.0	1.0	0.0
40.0	24.0	3.0
5.0	3.0	3.0
259.0	17.0	16.0
1.0	1.0	3.0
88.0	2.0	0.0
155.0	0.0	1.0
275.0	21.0	4.0
20.0	9.0	3.0
90.0	2.0	1.0
0.0	19.0	1.0
37.0	1.0	1.0
1.0	33.0	14.0
0.0	21.0	14.0
8.0	4.0	4.0
76.0	1.0	1.0
51.0	0.0	1.0
39.0	17.0	11.0
22.0	0.0	4.0
3.0	3.0	1.0
7.0	11.0	0.0
143.0	21.0	10.0
9.0	0.0	0.0
44.0	3.0	5.0
3.0	7.0	12.0
175.0	1.0	1.0
47.0	1.0	0.0
0.0	5.0	3.0
0.0	32.0	21.0
2.0	29.0	18.0
2.0	15.0	1.0
52.0	0.0	0.0
334.0	3.0	0.0
68.0	5.0	4.0
140.0	0.0	0.0
105.0	0.0	1.0
48.0	2.0	0.0
29.0	10.0	7.0
355.0	5.0	2.0
39.0	16.0	7.0
1.0	4.0	6.0
6.0	8.0	2.0
27.0	5.0	1.0
1.0	32.0	9.0
0.0	7.0	5.0
99.0	0.0	1.0
0.0	7.0	1.0
99.0	43.0	10.0
51.0	5.0	1.0
104.0	26.0	0.0
28.0	1.0	3.0
191.0	0.0	1.0
1.0	10.0	6.0
118.0	3.0	0.0
240.0	1.0	0.0
77.0	0.0	1.0
40.0	2.0	0.0
2.0	38.0	32.0
243.0	4.0	3.0
0.0	17.0	10.0
5.0	4.0	4.0
299.0	1.0	2.0
20.0	15.0	4.0
125.0	0.0	0.0
43.0	3.0	0.0
165.0	2.0	1.0
258.0	0.0	0.0
9.0	3.0	0.0
2.0	25.0	10.0
71.0	2.0	0.0
11.0	0.0	5.0
97.0	2.0	1.0
37.0	24.0	15.0
41.0	2.0	2.0
155.0	23.0	10.0
25.0	1.0	3.0
129.0	1.0	0.0
10.0	3.0	1.0
174.0	1.0	0.0
215.0	4.0	4.0
257.0	3.0	4.0
56.0	4.0	6.0
45.0	0.0	1.0
276.0	1.0	1.0
173.0	0.0	0.0
52.0	1.0	0.0
251.0	0.0	0.0
140.0	2.0	0.0
0.0	1.0	2.0
206.0	1.0	8.0
305.0	2.0	1.0
104.0	0.0	0.0
1.0	0.0	0.0
1.0	21.0	15.0
10.0	23.0	16.0
167.0	1.0	1.0
110.0	0.0	0.0
176.0	1.0	0.0
178.0	1.0	1.0
2.0	3.0	7.0
66.0	5.0	1.0
20.0	0.0	0.0
38.0	0.0	0.0
123.0	0.0	1.0
113.0	1.0	0.0
168.0	0.0	1.0
119.0	1.0	3.0
139.0	0.0	1.0
8.0	29.0	27.0
3.0	3.0	0.0
47.0	7.0	4.0
15.0	0.0	4.0
104.0	7.0	6.0
310.0	0.0	1.0
3.0	16.0	9.0
21.0	0.0	0.0
36.0	2.0	0.0
240.0	1.0	1.0
0.0	9.0	13.0
95.0	2.0	0.0
0.0	6.0	4.0
197.0	2.0	0.0
0.0	12.0	5.0
323.0	1.0	0.0
11.0	7.0	9.0
0.0	17.0	8.0
121.0	1.0	2.0
8.0	4.0	0.0
134.0	5.0	5.0
100.0	22.0	6.0
8.0	0.0	2.0
187.0	1.0	1.0
62.0	3.0	0.0
208.0	2.0	1.0
10.0	3.0	4.0
1.0	14.0	10.0
150.0	19.0	17.0
115.0	0.0	0.0
213.0	0.0	1.0
44.0	0.0	0.0
53.0	3.0	1.0
273.0	1.0	1.0
3.0	3.0	3.0
144.0	4.0	3.0
350.0	17.0	18.0
57.0	0.0	0.0
84.0	0.0	1.0
96.0	2.0	1.0
33.0	1.0	2.0
34.0	17.0	14.0
253.0	1.0	1.0
8.0	8.0	0.0
177.0	5.0	2.0
4.0	17.0	8.0
45.0	14.0	0.0
1.0	15.0	7.0
1.0	1.0	3.0
0.0	13.0	11.0
97.0	1.0	1.0
14.0	0.0	4.0
8.0	1.0	0.0
10.0	5.0	9.0
101.0	7.0	0.0
99.0	0.0	1.0
7.0	3.0	7.0
1.0	14.0	15.0
153.0	0.0	2.0
1.0	17.0	3.0
47.0	0.0	0.0
2.0	8.0	10.0
7.0	4.0	2.0
31.0	4.0	3.0
112.0	1.0	2.0
1.0	17.0	12.0
209.0	1.0	3.0
90.0	31.0	4.0
0.0	25.0	15.0
151.0	0.0	2.0
1.0	7.0	7.0
245.0	20.0	16.0
18.0	0.0	1.0
121.0	5.0	4.0
240.0	0.0	3.0
34.0	0.0	0.0
163.0	0.0	3.0
124.0	1.0	0.0
3.0	2.0	1.0
186.0	0.0	0.0
0.0	11.0	13.0
160.0	2.0	0.0
4.0	35.0	17.0
371.0	0.0	1.0
0.0	23.0	9.0
11.0	0.0	0.0
0.0	1.0	3.0
35.0	0.0	2.0
492.0	5.0	1.0
25.0	10.0	3.0
13.0	10.0	0.0
35.0	4.0	2.0
118.0	0.0	3.0
203.0	11.0	1.0
40.0	12.0	1.0
25.0	4.0	3.0
32.0	23.0	7.0
1.0	5.0	1.0
20.0	0.0	0.0
93.0	0.0	0.0
5.0	42.0	7.0
106.0	0.0	1.0
138.0	2.0	2.0
70.0	3.0	0.0
196.0	24.0	10.0
3.0	0.0	0.0
1.0	12.0	0.0
49.0	1.0	1.0
52.0	0.0	3.0
4.0	11.0	2.0
128.0	2.0	2.0
152.0	21.0	22.0
81.0	3.0	0.0
2.0	4.0	6.0
92.0	11.0	14.0
10.0	5.0	2.0
177.0	1.0	1.0
193.0	2.0	1.0
62.0	31.0	17.0
127.0	2.0	3.0
17.0	2.0	0.0
131.0	0.0	1.0
24.0	2.0	3.0
26.0	3.0	0.0
24.0	54.0	16.0
8.0	4.0	1.0
70.0	17.0	16.0
76.0	2.0	1.0
76.0	0.0	0.0
228.0	10.0	1.0
128.0	17.0	17.0
9.0	32.0	7.0
233.0	19.0	4.0
307.0	1.0	0.0
31.0	0.0	1.0
600.0	0.0	1.0
8.0	2.0	0.0
0.0	17.0	2.0
128.0	18.0	5.0
47.0	0.0	1.0
16.0	0.0	0.0
4.0	4.0	3.0
166.0	0.0	0.0
73.0	2.0	0.0
47.0	3.0	3.0
113.0	15.0	7.0
16.0	16.0	12.0
0.0	14.0	4.0
136.0	0.0	0.0
0.0	7.0	5.0
94.0	2.0	0.0
64.0	2.0	1.0
27.0	0.0	1.0
1.0	10.0	8.0
75.0	4.0	0.0
80.0	0.0	0.0
2.0	5.0	5.0
0.0	16.0	4.0
24.0	0.0	0.0
0.0	23.0	17.0
3.0	21.0	10.0
160.0	0.0	1.0
68.0	2.0	1.0
123.0	22.0	7.0
41.0	2.0	1.0
22.0	11.0	5.0
130.0	4.0	0.0
116.0	1.0	4.0
480.0	3.0	2.0
0.0	8.0	7.0
17.0	9.0	1.0
0.0	17.0	14.0
1.0	12.0	1.0
155.0	0.0	0.0
192.0	18.0	6.0
6.0	4.0	2.0
0.0	16.0	0.0
1.0	0.0	1.0
14.0	4.0	2.0
29.0	1.0	1.0
38.0	16.0	7.0
17.0	13.0	5.0
43.0	4.0	0.0
1.0	18.0	6.0
77.0	4.0	5.0
343.0	2.0	0.0
190.0	0.0	1.0
4.0	7.0	1.0
82.0	3.0	0.0
165.0	9.0	1.0
29.0	0.0	0.0
6.0	45.0	13.0
75.0	0.0	0.0
19.0	0.0	0.0
109.0	37.0	19.0
6.0	3.0	5.0
47.0	22.0	1.0
16.0	0.0	2.0
107.0	2.0	1.0
43.0	2.0	6.0
0.0	8.0	7.0
27.0	1.0	1.0
70.0	5.0	2.0
3.0	3.0	4.0
182.0	4.0	1.0
30.0	1.0	1.0
2.0	8.0	2.0
100.0	0.0	0.0
47.0	1.0	0.0
35.0	3.0	2.0
40.0	0.0	1.0
24.0	2.0	4.0
0.0	3.0	5.0
92.0	1.0	0.0
3.0	17.0	9.0
27.0	1.0	1.0
135.0	7.0	4.0
188.0	11.0	1.0
324.0	2.0	2.0
73.0	1.0	1.0
221.0	2.0	1.0
22.0	6.0	13.0
41.0	4.0	0.0
0.0	4.0	4.0
39.0	22.0	1.0
151.0	5.0	1.0
68.0	0.0	0.0
133.0	1.0	0.0
4.0	13.0	2.0
53.0	2.0	0.0
74.0	0.0	5.0
1.0	9.0	0.0
9.0	2.0	0.0
233.0	0.0	0.0
187.0	2.0	0.0
0.0	1.0	1.0
240.0	0.0	0.0
0.0	5.0	7.0
1.0	2.0	7.0
17.0	6.0	4.0
11.0	6.0	2.0
141.0	11.0	3.0
13.0	25.0	14.0
43.0	9.0	1.0
15.0	0.0	0.0
105.0	1.0	0.0
1.0	8.0	2.0
19.0	1.0	1.0
42.0	12.0	4.0
201.0	18.0	10.0
133.0	3.0	1.0
8.0	6.0	3.0
49.0	2.0	0.0
87.0	1.0	0.0
0.0	0.0	0.0
135.0	6.0	2.0
5.0	12.0	4.0
131.0	1.0	1.0
2.0	1.0	1.0
209.0	3.0	2.0
1.0	1.0	2.0
214.0	26.0	8.0
43.0	0.0	0.0
119.0	2.0	2.0
17.0	1.0	1.0
6.0	1.0	2.0
0.0	1.0	8.0
155.0	16.0	3.0
7.0	2.0	3.0
43.0	3.0	0.0
18.0	0.0	0.0
43.0	0.0	0.0
1.0	21.0	9.0
1.0	15.0	2.0
1.0	3.0	2.0
14.0	2.0	5.0
21.0	3.0	1.0
3.0	16.0	8.0
3.0	1.0	4.0
42.0	0.0	0.0
28.0	8.0	9.0
242.0	1.0	1.0
94.0	0.0	0.0
90.0	1.0	0.0
18.0	0.0	0.0
37.0	2.0	0.0
75.0	1.0	1.0
291.0	1.0	0.0
0.0	7.0	9.0
2.0	3.0	0.0
2.0	13.0	5.0
343.0	2.0	0.0
26.0	19.0	6.0
196.0	3.0	1.0
8.0	2.0	3.0
4.0	24.0	12.0
40.0	1.0	0.0
3.0	9.0	5.0
119.0	3.0	0.0
232.0	2.0	0.0
79.0	12.0	4.0
110.0	0.0	1.0
46.0	1.0	1.0
21.0	4.0	2.0
74.0	15.0	6.0
10.0	3.0	2.0
0.0	3.0	1.0
49.0	3.0	1.0
10.0	0.0	0.0
272.0	1.0	3.0
0.0	17.0	21.0
33.0	5.0	1.0
9.0	2.0	1.0
77.0	2.0	3.0
1.0	8.0	1.0
137.0	1.0	3.0
21.0	0.0	0.0
3.0	12.0	5.0
42.0	2.0	1.0
2.0	13.0	13.0
308.0	0.0	0.0
8.0	12.0	4.0
83.0	0.0	0.0
71.0	0.0	1.0
59.0	1.0	0.0
104.0	3.0	1.0
21.0	4.0	0.0
31.0	3.0	3.0
30.0	0.0	1.0
234.0	0.0	0.0
229.0	2.0	1.0
57.0	0.0	2.0
0.0	23.0	5.0
156.0	0.0	0.0
11.0	1.0	1.0
16.0	5.0	0.0
95.0	0.0	3.0
364.0	20.0	12.0
315.0	3.0	1.0
83.0	5.0	0.0
93.0	4.0	1.0
14.0	5.0	2.0
2.0	16.0	14.0
142.0	1.0	0.0
0.0	2.0	5.0
226.0	1.0	1.0
161.0	0.0	2.0
33.0	0.0	0.0
0.0	10.0	0.0
51.0	2.0	1.0
71.0	10.0	0.0
145.0	34.0	29.0
147.0	1.0	2.0
2.0	2.0	0.0
109.0	1.0	0.0
0.0	6.0	3.0
31.0	1.0	1.0
153.0	1.0	1.0
112.0	37.0	14.0
134.0	2.0	1.0
6.0	6.0	3.0
58.0	22.0	5.0
117.0	1.0	1.0
127.0	3.0	0.0
37.0	6.0	4.0
2.0	38.0	14.0
4.0	36.0	18.0
199.0	0.0	0.0
31.0	43.0	11.0
1.0	4.0	0.0
33.0	1.0	1.0
77.0	2.0	0.0
143.0	1.0	3.0
216.0	2.0	1.0
305.0	0.0	0.0
1.0	0.0	3.0
70.0	1.0	1.0
79.0	0.0	0.0
38.0	5.0	0.0
17.0	1.0	2.0
42.0	0.0	3.0
16.0	1.0	2.0
49.0	4.0	2.0
202.0	12.0	16.0
6.0	1.0	0.0
1.0	14.0	5.0
22.0	3.0	0.0
9.0	4.0	4.0
108.0	2.0	4.0
235.0	26.0	10.0
202.0	0.0	0.0
94.0	2.0	1.0
267.0	2.0	0.0
17.0	5.0	2.0
55.0	1.0	1.0
30.0	25.0	10.0
125.0	0.0	4.0
3.0	23.0	16.0
1.0	3.0	2.0
1.0	9.0	12.0
0.0	3.0	6.0
90.0	2.0	0.0
37.0	0.0	1.0
16.0	5.0	2.0
395.0	2.0	0.0
16.0	14.0	9.0
33.0	5.0	1.0
91.0	0.0	0.0
4.0	21.0	6.0
211.0	0.0	0.0
92.0	15.0	7.0
0.0	9.0	2.0
51.0	0.0	0.0
0.0	0.0	1.0
13.0	0.0	0.0
134.0	27.0	6.0
25.0	7.0	3.0
3.0	12.0	3.0
1.0	7.0	14.0
3.0	4.0	0.0
38.0	1.0	1.0
12.0	0.0	1.0
168.0	4.0	2.0
15.0	0.0	1.0
74.0	1.0	0.0
0.0	5.0	0.0
0.0	3.0	4.0
111.0	4.0	0.0
17.0	1.0	1.0
81.0	5.0	1.0
180.0	3.0	4.0
13.0	1.0	2.0
160.0	2.0	1.0
155.0	14.0	4.0
112.0	8.0	6.0
0.0	21.0	13.0
167.0	1.0	3.0
253.0	21.0	13.0
193.0	2.0	5.0
2.0	6.0	4.0
57.0	1.0	0.0
1.0	0.0	0.0
66.0	1.0	1.0
2.0	22.0	8.0
4.0	50.0	35.0
0.0	0.0	3.0
99.0	1.0	1.0
191.0	28.0	14.0
73.0	0.0	0.0
241.0	1.0	1.0
45.0	3.0	0.0
132.0	11.0	4.0
173.0	0.0	0.0
244.0	30.0	10.0
249.0	0.0	0.0
210.0	2.0	0.0
1.0	3.0	7.0
140.0	3.0	1.0
56.0	0.0	2.0
84.0	0.0	0.0
8.0	3.0	2.0
0.0	7.0	21.0
218.0	0.0	1.0
89.0	4.0	0.0
3.0	26.0	18.0
73.0	4.0	0.0
1.0	10.0	10.0
209.0	1.0	0.0
0.0	3.0	11.0
212.0	2.0	4.0
2.0	31.0	21.0
280.0	0.0	1.0
20.0	4.0	0.0
2.0	0.0	1.0
0.0	14.0	10.0
81.0	2.0	3.0
107.0	1.0	0.0
169.0	1.0	1.0
46.0	0.0	0.0
83.0	1.0	3.0
33.0	3.0	1.0
40.0	0.0	0.0
7.0	1.0	2.0
6.0	2.0	2.0
115.0	2.0	0.0
114.0	0.0	0.0
24.0	1.0	1.0
150.0	1.0	2.0
7.0	7.0	8.0
25.0	25.0	6.0
44.0	0.0	0.0
26.0	0.0	1.0
168.0	3.0	1.0
126.0	1.0	0.0
33.0	49.0	24.0
11.0	1.0	1.0
63.0	5.0	9.0
141.0	0.0	0.0
37.0	36.0	18.0
30.0	1.0	3.0
172.0	4.0	2.0
1.0	8.0	11.0
18.0	6.0	2.0
222.0	8.0	0.0
212.0	2.0	2.0
1.0	45.0	23.0
174.0	1.0	1.0
37.0	0.0	0.0
20.0	4.0	3.0
43.0	10.0	8.0
19.0	1.0	0.0
541.0	0.0	0.0
16.0	0.0	0.0
12.0	2.0	0.0
56.0	3.0	0.0
80.0	1.0	1.0
15.0	4.0	4.0
212.0	1.0	2.0
16.0	0.0	0.0
5.0	3.0	1.0
30.0	16.0	11.0
106.0	23.0	6.0
