Fabp7	Sox11	Cd24a
2.0	45.0	10.0
2.0	1.0	2.0
2.0	12.0	2.0
0.0	4.0	8.0
2.0	6.0	6.0
17.0	2.0	0.0
2.0	8.0	9.0
1.0	2.0	4.0
1.0	7.0	4.0
31.0	13.0	5.0
1.0	6.0	3.0
1.0	14.0	7.0
0.0	11.0	3.0
0.0	8.0	4.0
0.0	13.0	8.0
1.0	5.0	4.0
0.0	5.0	0.0
1.0	11.0	3.0
3.0	20.0	14.0
0.0	8.0	2.0
0.0	3.0	1.0
0.0	5.0	5.0
0.0	14.0	16.0
0.0	5.0	6.0
3.0	8.0	7.0
118.0	2.0	2.0
0.0	6.0	6.0
0.0	16.0	1.0
0.0	12.0	1.0
1.0	5.0	5.0
0.0	2.0	6.0
1.0	11.0	5.0
1.0	9.0	5.0
0.0	3.0	2.0
1.0	13.0	4.0
0.0	16.0	6.0
0.0	2.0	8.0
2.0	2.0	3.0
0.0	7.0	7.0
76.0	7.0	5.0
0.0	1.0	6.0
2.0	13.0	2.0
2.0	16.0	10.0
1.0	8.0	3.0
0.0	41.0	16.0
3.0	14.0	12.0
0.0	2.0	0.0
0.0	5.0	1.0
4.0	6.0	10.0
0.0	5.0	5.0
0.0	13.0	3.0
1.0	10.0	5.0
5.0	9.0	3.0
2.0	26.0	13.0
222.0	8.0	3.0
1.0	3.0	6.0
1.0	0.0	3.0
0.0	10.0	2.0
1.0	8.0	7.0
2.0	11.0	5.0
0.0	5.0	10.0
1.0	13.0	6.0
0.0	7.0	2.0
3.0	4.0	5.0
0.0	10.0	6.0
2.0	3.0	1.0
4.0	24.0	9.0
0.0	4.0	1.0
1.0	5.0	1.0
1.0	14.0	12.0
1.0	12.0	8.0
1.0	23.0	7.0
0.0	0.0	3.0
0.0	15.0	4.0
1.0	10.0	13.0
0.0	7.0	5.0
0.0	5.0	3.0
0.0	4.0	3.0
1.0	4.0	2.0
1.0	2.0	2.0
0.0	5.0	3.0
0.0	0.0	4.0
1.0	7.0	2.0
0.0	1.0	5.0
2.0	5.0	7.0
2.0	5.0	3.0
1.0	10.0	9.0
0.0	8.0	4.0
0.0	0.0	3.0
1.0	3.0	2.0
1.0	39.0	9.0
1.0	1.0	1.0
1.0	23.0	3.0
0.0	9.0	1.0
1.0	12.0	19.0
1.0	20.0	10.0
0.0	1.0	2.0
1.0	6.0	3.0
1.0	3.0	7.0
1.0	2.0	3.0
0.0	5.0	2.0
0.0	4.0	3.0
0.0	5.0	3.0
0.0	8.0	3.0
1.0	2.0	3.0
0.0	26.0	16.0
0.0	3.0	2.0
0.0	8.0	6.0
2.0	1.0	2.0
0.0	14.0	4.0
1.0	3.0	3.0
3.0	30.0	26.0
2.0	14.0	4.0
3.0	7.0	1.0
1.0	11.0	5.0
0.0	6.0	8.0
1.0	5.0	1.0
2.0	6.0	4.0
0.0	2.0	2.0
2.0	11.0	9.0
1.0	1.0	3.0
0.0	6.0	0.0
0.0	6.0	5.0
2.0	3.0	8.0
0.0	3.0	3.0
0.0	13.0	2.0
1.0	1.0	2.0
0.0	1.0	0.0
1.0	1.0	5.0
1.0	19.0	20.0
1.0	20.0	6.0
0.0	9.0	3.0
1.0	9.0	2.0
0.0	5.0	4.0
183.0	24.0	11.0
2.0	7.0	5.0
0.0	7.0	4.0
0.0	7.0	3.0
1.0	10.0	2.0
0.0	10.0	5.0
1.0	7.0	7.0
0.0	6.0	2.0
0.0	6.0	5.0
0.0	1.0	4.0
15.0	9.0	2.0
0.0	31.0	8.0
0.0	4.0	1.0
0.0	4.0	7.0
0.0	10.0	4.0
0.0	4.0	11.0
1.0	5.0	3.0
1.0	7.0	1.0
0.0	4.0	6.0
0.0	7.0	7.0
3.0	10.0	7.0
0.0	14.0	10.0
8.0	17.0	1.0
0.0	6.0	13.0
1.0	5.0	8.0
0.0	1.0	5.0
0.0	1.0	2.0
1.0	6.0	6.0
1.0	7.0	3.0
1.0	16.0	9.0
1.0	4.0	10.0
4.0	3.0	1.0
0.0	4.0	0.0
0.0	18.0	5.0
6.0	37.0	4.0
2.0	11.0	6.0
4.0	23.0	7.0
2.0	38.0	19.0
0.0	5.0	2.0
0.0	3.0	4.0
1.0	8.0	10.0
0.0	25.0	10.0
0.0	5.0	1.0
1.0	5.0	0.0
1.0	4.0	0.0
1.0	7.0	1.0
0.0	5.0	4.0
0.0	6.0	7.0
6.0	10.0	3.0
1.0	10.0	8.0
0.0	6.0	3.0
0.0	8.0	1.0
0.0	25.0	25.0
1.0	2.0	1.0
1.0	8.0	6.0
0.0	9.0	1.0
0.0	0.0	1.0
1.0	12.0	5.0
1.0	5.0	7.0
0.0	1.0	1.0
0.0	9.0	7.0
1.0	8.0	2.0
1.0	4.0	6.0
3.0	2.0	0.0
0.0	3.0	2.0
1.0	9.0	2.0
2.0	11.0	7.0
0.0	9.0	4.0
1.0	19.0	13.0
35.0	7.0	3.0
0.0	8.0	0.0
1.0	7.0	6.0
0.0	3.0	6.0
1.0	0.0	1.0
0.0	8.0	6.0
0.0	23.0	5.0
0.0	12.0	4.0
213.0	8.0	9.0
0.0	3.0	6.0
0.0	14.0	6.0
1.0	7.0	0.0
0.0	2.0	6.0
0.0	13.0	9.0
1.0	0.0	0.0
4.0	34.0	14.0
0.0	1.0	2.0
3.0	39.0	23.0
58.0	12.0	13.0
3.0	4.0	2.0
1.0	43.0	12.0
0.0	5.0	4.0
0.0	6.0	5.0
1.0	8.0	8.0
1.0	30.0	6.0
0.0	5.0	0.0
0.0	1.0	1.0
3.0	4.0	2.0
0.0	9.0	4.0
0.0	22.0	11.0
4.0	22.0	11.0
0.0	7.0	6.0
0.0	2.0	7.0
0.0	3.0	4.0
1.0	3.0	5.0
1.0	14.0	5.0
2.0	9.0	4.0
0.0	5.0	6.0
0.0	4.0	3.0
0.0	5.0	0.0
0.0	4.0	1.0
1.0	10.0	3.0
2.0	5.0	0.0
0.0	3.0	5.0
0.0	4.0	4.0
0.0	4.0	4.0
1.0	4.0	4.0
0.0	18.0	6.0
1.0	10.0	8.0
0.0	22.0	7.0
1.0	5.0	2.0
0.0	3.0	1.0
0.0	0.0	2.0
1.0	7.0	4.0
0.0	6.0	4.0
1.0	11.0	5.0
0.0	4.0	7.0
0.0	8.0	7.0
0.0	4.0	0.0
0.0	0.0	5.0
1.0	3.0	3.0
0.0	14.0	9.0
2.0	3.0	2.0
0.0	4.0	4.0
0.0	8.0	3.0
0.0	9.0	4.0
8.0	9.0	3.0
2.0	1.0	1.0
0.0	9.0	6.0
0.0	10.0	8.0
0.0	2.0	4.0
2.0	41.0	23.0
0.0	8.0	6.0
1.0	1.0	8.0
0.0	2.0	3.0
3.0	13.0	9.0
0.0	8.0	3.0
3.0	12.0	0.0
0.0	15.0	5.0
1.0	36.0	19.0
0.0	6.0	2.0
1.0	5.0	2.0
0.0	4.0	2.0
2.0	17.0	7.0
0.0	8.0	8.0
0.0	8.0	7.0
0.0	8.0	3.0
0.0	16.0	2.0
0.0	6.0	5.0
63.0	28.0	21.0
0.0	1.0	6.0
1.0	16.0	16.0
211.0	23.0	7.0
0.0	2.0	1.0
0.0	3.0	4.0
1.0	6.0	4.0
1.0	1.0	4.0
0.0	14.0	7.0
0.0	7.0	8.0
0.0	10.0	9.0
1.0	0.0	3.0
5.0	7.0	2.0
0.0	16.0	7.0
0.0	17.0	8.0
0.0	9.0	5.0
1.0	3.0	2.0
0.0	2.0	4.0
0.0	3.0	7.0
1.0	2.0	2.0
0.0	3.0	4.0
0.0	3.0	2.0
0.0	1.0	3.0
0.0	4.0	2.0
0.0	43.0	19.0
0.0	10.0	5.0
0.0	3.0	1.0
2.0	37.0	28.0
0.0	7.0	4.0
1.0	7.0	3.0
18.0	9.0	3.0
0.0	16.0	24.0
0.0	18.0	15.0
0.0	4.0	6.0
0.0	6.0	2.0
0.0	8.0	1.0
1.0	6.0	7.0
0.0	7.0	3.0
3.0	5.0	1.0
2.0	24.0	4.0
8.0	23.0	20.0
1.0	54.0	35.0
0.0	4.0	4.0
0.0	4.0	2.0
0.0	7.0	4.0
1.0	2.0	2.0
1.0	8.0	3.0
0.0	22.0	1.0
0.0	12.0	4.0
3.0	28.0	16.0
2.0	6.0	3.0
0.0	9.0	4.0
0.0	0.0	6.0
0.0	13.0	13.0
1.0	13.0	11.0
1.0	5.0	20.0
1.0	7.0	2.0
1.0	10.0	8.0
0.0	7.0	2.0
2.0	7.0	7.0
0.0	1.0	3.0
0.0	9.0	2.0
0.0	7.0	8.0
0.0	6.0	1.0
0.0	34.0	28.0
0.0	1.0	1.0
0.0	37.0	12.0
1.0	9.0	1.0
0.0	2.0	0.0
0.0	10.0	5.0
0.0	3.0	2.0
5.0	19.0	9.0
0.0	7.0	7.0
0.0	2.0	1.0
0.0	0.0	1.0
0.0	4.0	6.0
2.0	17.0	4.0
2.0	7.0	5.0
6.0	24.0	13.0
0.0	2.0	2.0
0.0	3.0	2.0
0.0	25.0	18.0
1.0	16.0	3.0
0.0	1.0	4.0
0.0	7.0	3.0
1.0	0.0	2.0
0.0	10.0	3.0
1.0	9.0	3.0
1.0	5.0	1.0
1.0	24.0	15.0
0.0	15.0	6.0
7.0	18.0	17.0
0.0	9.0	1.0
0.0	28.0	20.0
0.0	8.0	6.0
0.0	12.0	5.0
1.0	16.0	4.0
1.0	5.0	3.0
169.0	15.0	4.0
1.0	0.0	5.0
0.0	6.0	3.0
0.0	3.0	3.0
0.0	73.0	45.0
0.0	9.0	4.0
5.0	13.0	1.0
1.0	1.0	2.0
0.0	13.0	5.0
0.0	19.0	10.0
238.0	8.0	7.0
1.0	11.0	9.0
1.0	3.0	3.0
1.0	4.0	4.0
1.0	0.0	5.0
1.0	6.0	2.0
1.0	4.0	2.0
0.0	4.0	8.0
1.0	9.0	1.0
2.0	21.0	6.0
3.0	1.0	3.0
3.0	36.0	13.0
2.0	8.0	8.0
465.0	8.0	5.0
2.0	14.0	20.0
0.0	17.0	14.0
0.0	1.0	1.0
0.0	3.0	2.0
0.0	3.0	10.0
0.0	6.0	2.0
1.0	5.0	5.0
0.0	5.0	6.0
2.0	17.0	3.0
4.0	5.0	2.0
0.0	7.0	2.0
1.0	5.0	0.0
1.0	5.0	0.0
0.0	5.0	2.0
0.0	2.0	4.0
1.0	10.0	0.0
2.0	5.0	1.0
1.0	5.0	1.0
1.0	12.0	4.0
1.0	3.0	6.0
2.0	13.0	4.0
0.0	5.0	3.0
1.0	9.0	5.0
3.0	5.0	6.0
99.0	5.0	7.0
1.0	6.0	6.0
0.0	2.0	2.0
1.0	6.0	5.0
2.0	6.0	1.0
0.0	14.0	7.0
0.0	5.0	6.0
0.0	8.0	4.0
1.0	12.0	11.0
1.0	9.0	10.0
0.0	1.0	2.0
1.0	3.0	3.0
1.0	2.0	0.0
9.0	14.0	15.0
2.0	8.0	2.0
1.0	7.0	4.0
2.0	2.0	2.0
3.0	3.0	5.0
0.0	4.0	5.0
10.0	9.0	9.0
0.0	8.0	2.0
0.0	4.0	6.0
3.0	2.0	4.0
0.0	15.0	6.0
1.0	19.0	7.0
0.0	4.0	2.0
0.0	7.0	2.0
0.0	13.0	20.0
0.0	9.0	4.0
3.0	28.0	16.0
1.0	5.0	2.0
1.0	9.0	8.0
1.0	5.0	5.0
2.0	3.0	4.0
0.0	6.0	6.0
0.0	4.0	5.0
0.0	30.0	26.0
1.0	3.0	6.0
7.0	7.0	6.0
1.0	2.0	2.0
0.0	5.0	4.0
3.0	9.0	0.0
1.0	5.0	1.0
0.0	24.0	4.0
0.0	2.0	2.0
2.0	26.0	3.0
0.0	8.0	2.0
1.0	14.0	18.0
0.0	10.0	7.0
0.0	7.0	12.0
0.0	3.0	4.0
0.0	4.0	1.0
0.0	13.0	4.0
1.0	0.0	0.0
2.0	10.0	3.0
0.0	8.0	10.0
1.0	13.0	6.0
3.0	3.0	4.0
0.0	6.0	4.0
1.0	8.0	3.0
1.0	8.0	3.0
0.0	10.0	5.0
0.0	9.0	14.0
1.0	0.0	2.0
1.0	8.0	8.0
0.0	5.0	5.0
0.0	0.0	3.0
1.0	5.0	3.0
0.0	1.0	3.0
1.0	12.0	9.0
0.0	12.0	5.0
1.0	2.0	2.0
0.0	4.0	0.0
0.0	23.0	16.0
2.0	4.0	4.0
3.0	3.0	0.0
1.0	16.0	4.0
0.0	4.0	4.0
1.0	5.0	9.0
16.0	22.0	17.0
3.0	4.0	3.0
0.0	7.0	7.0
0.0	5.0	7.0
0.0	4.0	5.0
0.0	10.0	5.0
1.0	1.0	5.0
3.0	57.0	27.0
1.0	9.0	8.0
0.0	5.0	9.0
0.0	1.0	0.0
0.0	1.0	0.0
1.0	5.0	2.0
1.0	2.0	8.0
0.0	26.0	23.0
1.0	8.0	6.0
0.0	29.0	18.0
0.0	3.0	5.0
0.0	7.0	2.0
0.0	1.0	5.0
0.0	4.0	4.0
1.0	1.0	1.0
2.0	17.0	9.0
0.0	10.0	6.0
2.0	42.0	19.0
2.0	3.0	2.0
0.0	2.0	1.0
0.0	3.0	4.0
0.0	12.0	5.0
0.0	14.0	1.0
1.0	2.0	1.0
0.0	10.0	4.0
14.0	2.0	0.0
1.0	6.0	6.0
0.0	2.0	1.0
0.0	9.0	4.0
0.0	1.0	6.0
1.0	11.0	5.0
0.0	6.0	4.0
0.0	9.0	3.0
1.0	5.0	7.0
2.0	2.0	2.0
0.0	16.0	12.0
1.0	10.0	3.0
0.0	10.0	14.0
1.0	20.0	12.0
0.0	2.0	0.0
0.0	13.0	2.0
1.0	2.0	4.0
1.0	5.0	2.0
2.0	35.0	23.0
1.0	8.0	2.0
1.0	4.0	3.0
0.0	8.0	5.0
0.0	13.0	9.0
0.0	3.0	4.0
1.0	0.0	4.0
1.0	11.0	3.0
7.0	20.0	3.0
0.0	3.0	2.0
1.0	2.0	1.0
0.0	6.0	3.0
0.0	13.0	17.0
1.0	5.0	8.0
2.0	4.0	5.0
1.0	7.0	3.0
1.0	1.0	3.0
1.0	4.0	6.0
0.0	4.0	3.0
0.0	0.0	1.0
0.0	6.0	9.0
0.0	7.0	2.0
0.0	1.0	4.0
1.0	7.0	3.0
1.0	5.0	5.0
0.0	2.0	7.0
2.0	7.0	2.0
81.0	6.0	7.0
0.0	3.0	2.0
1.0	9.0	3.0
0.0	9.0	24.0
0.0	4.0	3.0
1.0	2.0	5.0
0.0	10.0	3.0
1.0	33.0	24.0
1.0	8.0	10.0
0.0	2.0	3.0
1.0	7.0	0.0
1.0	3.0	3.0
1.0	13.0	7.0
1.0	2.0	2.0
0.0	25.0	5.0
0.0	8.0	4.0
0.0	27.0	19.0
0.0	5.0	4.0
2.0	2.0	5.0
0.0	7.0	7.0
0.0	3.0	6.0
1.0	17.0	8.0
1.0	1.0	6.0
0.0	10.0	8.0
0.0	5.0	2.0
0.0	1.0	2.0
168.0	4.0	4.0
1.0	33.0	25.0
4.0	1.0	4.0
0.0	7.0	4.0
38.0	6.0	9.0
2.0	3.0	2.0
1.0	2.0	1.0
0.0	0.0	3.0
0.0	3.0	5.0
3.0	8.0	4.0
2.0	2.0	0.0
2.0	2.0	6.0
2.0	8.0	4.0
0.0	9.0	2.0
0.0	5.0	4.0
166.0	12.0	3.0
51.0	20.0	6.0
0.0	3.0	1.0
2.0	16.0	7.0
0.0	4.0	8.0
0.0	5.0	4.0
1.0	9.0	6.0
1.0	3.0	7.0
0.0	28.0	14.0
0.0	8.0	2.0
1.0	14.0	7.0
49.0	7.0	2.0
0.0	8.0	4.0
0.0	3.0	3.0
490.0	4.0	3.0
0.0	7.0	6.0
0.0	6.0	1.0
0.0	8.0	7.0
0.0	9.0	2.0
0.0	3.0	2.0
1.0	3.0	4.0
2.0	2.0	4.0
0.0	11.0	5.0
0.0	0.0	6.0
0.0	7.0	5.0
0.0	9.0	3.0
2.0	20.0	19.0
0.0	5.0	9.0
4.0	36.0	17.0
2.0	25.0	14.0
2.0	40.0	13.0
198.0	24.0	9.0
1.0	6.0	4.0
1.0	6.0	5.0
0.0	3.0	2.0
0.0	10.0	6.0
0.0	10.0	3.0
28.0	3.0	5.0
0.0	11.0	2.0
0.0	17.0	11.0
0.0	2.0	2.0
2.0	17.0	9.0
0.0	17.0	5.0
0.0	2.0	8.0
0.0	63.0	14.0
1.0	3.0	2.0
2.0	11.0	8.0
1.0	7.0	5.0
1.0	5.0	5.0
1.0	33.0	23.0
0.0	2.0	3.0
53.0	3.0	6.0
1.0	29.0	1.0
1.0	22.0	7.0
1.0	10.0	1.0
3.0	11.0	7.0
1.0	3.0	7.0
0.0	12.0	4.0
0.0	16.0	13.0
1.0	1.0	3.0
2.0	7.0	4.0
0.0	10.0	5.0
0.0	12.0	2.0
2.0	10.0	2.0
0.0	5.0	6.0
0.0	6.0	9.0
1.0	26.0	9.0
2.0	11.0	5.0
0.0	3.0	2.0
0.0	2.0	8.0
0.0	6.0	3.0
0.0	12.0	11.0
1.0	5.0	3.0
1.0	14.0	6.0
0.0	14.0	7.0
2.0	0.0	0.0
0.0	1.0	3.0
3.0	11.0	8.0
0.0	3.0	8.0
1.0	8.0	4.0
4.0	16.0	13.0
0.0	10.0	7.0
0.0	7.0	1.0
9.0	5.0	3.0
1.0	7.0	13.0
0.0	7.0	5.0
1.0	7.0	6.0
2.0	3.0	4.0
2.0	6.0	3.0
1.0	19.0	11.0
3.0	33.0	18.0
0.0	8.0	4.0
0.0	7.0	5.0
0.0	4.0	4.0
0.0	4.0	2.0
1.0	3.0	6.0
0.0	17.0	5.0
0.0	8.0	2.0
1.0	13.0	7.0
2.0	8.0	3.0
1.0	4.0	2.0
3.0	27.0	21.0
0.0	18.0	20.0
2.0	14.0	4.0
1.0	4.0	1.0
3.0	3.0	2.0
1.0	15.0	5.0
1.0	11.0	6.0
0.0	4.0	3.0
0.0	3.0	0.0
0.0	4.0	6.0
0.0	6.0	4.0
1.0	32.0	12.0
0.0	10.0	4.0
1.0	22.0	11.0
1.0	16.0	1.0
0.0	5.0	4.0
2.0	16.0	19.0
0.0	10.0	6.0
0.0	3.0	3.0
1.0	8.0	5.0
0.0	6.0	5.0
1.0	8.0	0.0
1.0	17.0	4.0
2.0	5.0	4.0
1.0	8.0	7.0
1.0	8.0	2.0
1.0	3.0	3.0
1.0	10.0	1.0
0.0	4.0	3.0
196.0	1.0	0.0
0.0	10.0	4.0
0.0	8.0	3.0
2.0	15.0	2.0
0.0	2.0	2.0
0.0	4.0	5.0
1.0	9.0	2.0
1.0	6.0	5.0
0.0	5.0	2.0
0.0	9.0	5.0
0.0	7.0	4.0
0.0	5.0	4.0
1.0	5.0	11.0
0.0	4.0	7.0
0.0	4.0	10.0
2.0	10.0	7.0
0.0	8.0	6.0
3.0	8.0	7.0
1.0	7.0	6.0
2.0	31.0	19.0
1.0	9.0	1.0
0.0	5.0	4.0
14.0	9.0	4.0
0.0	9.0	5.0
0.0	1.0	6.0
2.0	11.0	5.0
0.0	8.0	5.0
0.0	3.0	2.0
0.0	10.0	10.0
1.0	3.0	5.0
1.0	9.0	1.0
0.0	9.0	4.0
1.0	14.0	13.0
2.0	5.0	8.0
0.0	1.0	1.0
71.0	3.0	6.0
0.0	11.0	10.0
2.0	1.0	3.0
1.0	2.0	7.0
3.0	11.0	5.0
0.0	27.0	12.0
0.0	10.0	5.0
1.0	21.0	5.0
0.0	10.0	2.0
5.0	5.0	0.0
6.0	7.0	6.0
7.0	92.0	30.0
0.0	27.0	3.0
26.0	10.0	3.0
1.0	7.0	6.0
0.0	0.0	3.0
0.0	3.0	7.0
0.0	5.0	4.0
5.0	50.0	22.0
0.0	5.0	3.0
0.0	3.0	1.0
0.0	8.0	5.0
1.0	27.0	16.0
0.0	19.0	17.0
10.0	20.0	13.0
1.0	4.0	3.0
0.0	2.0	6.0
0.0	4.0	3.0
0.0	5.0	2.0
0.0	1.0	3.0
0.0	2.0	2.0
0.0	27.0	14.0
0.0	11.0	4.0
3.0	6.0	1.0
0.0	7.0	4.0
1.0	3.0	4.0
0.0	7.0	6.0
178.0	8.0	13.0
83.0	22.0	4.0
0.0	11.0	6.0
1.0	6.0	4.0
0.0	14.0	4.0
1.0	4.0	6.0
1.0	3.0	1.0
0.0	13.0	4.0
4.0	13.0	3.0
0.0	2.0	5.0
0.0	7.0	2.0
0.0	29.0	12.0
2.0	5.0	3.0
1.0	17.0	7.0
0.0	19.0	13.0
0.0	3.0	9.0
0.0	3.0	1.0
0.0	5.0	1.0
0.0	7.0	5.0
1.0	13.0	5.0
1.0	22.0	9.0
1.0	7.0	5.0
1.0	3.0	6.0
0.0	6.0	1.0
0.0	12.0	32.0
0.0	4.0	0.0
0.0	9.0	8.0
2.0	23.0	8.0
0.0	24.0	21.0
111.0	17.0	11.0
3.0	21.0	17.0
0.0	14.0	7.0
220.0	4.0	2.0
0.0	3.0	4.0
10.0	14.0	10.0
0.0	10.0	11.0
111.0	15.0	1.0
2.0	1.0	2.0
1.0	17.0	3.0
3.0	4.0	3.0
0.0	0.0	1.0
1.0	4.0	6.0
1.0	13.0	14.0
0.0	5.0	6.0
0.0	12.0	11.0
2.0	11.0	6.0
0.0	4.0	14.0
2.0	7.0	2.0
0.0	6.0	4.0
0.0	5.0	10.0
15.0	7.0	6.0
1.0	7.0	5.0
1.0	5.0	3.0
0.0	30.0	14.0
0.0	4.0	3.0
1.0	5.0	4.0
2.0	34.0	18.0
3.0	37.0	19.0
0.0	38.0	30.0
1.0	10.0	2.0
1.0	20.0	13.0
1.0	7.0	4.0
2.0	16.0	14.0
0.0	8.0	8.0
2.0	3.0	0.0
1.0	5.0	5.0
0.0	8.0	5.0
0.0	10.0	10.0
1.0	8.0	9.0
0.0	4.0	2.0
1.0	1.0	5.0
0.0	7.0	9.0
1.0	3.0	4.0
0.0	5.0	3.0
0.0	8.0	4.0
1.0	8.0	4.0
3.0	14.0	9.0
0.0	6.0	0.0
3.0	21.0	14.0
0.0	4.0	4.0
3.0	9.0	1.0
0.0	5.0	3.0
1.0	12.0	3.0
1.0	3.0	4.0
2.0	8.0	3.0
0.0	13.0	7.0
3.0	4.0	2.0
0.0	5.0	1.0
0.0	5.0	12.0
1.0	4.0	7.0
0.0	7.0	6.0
0.0	1.0	1.0
0.0	36.0	20.0
0.0	5.0	10.0
0.0	9.0	7.0
0.0	6.0	6.0
2.0	5.0	5.0
5.0	37.0	36.0
0.0	10.0	5.0
1.0	7.0	6.0
0.0	1.0	2.0
1.0	3.0	3.0
0.0	7.0	3.0
0.0	10.0	2.0
2.0	5.0	3.0
0.0	12.0	3.0
0.0	5.0	3.0
1.0	4.0	6.0
4.0	30.0	5.0
3.0	6.0	6.0
1.0	2.0	4.0
3.0	12.0	7.0
0.0	10.0	3.0
2.0	7.0	2.0
1.0	3.0	5.0
0.0	8.0	4.0
15.0	12.0	7.0
2.0	15.0	5.0
0.0	8.0	7.0
0.0	2.0	7.0
1.0	22.0	12.0
1.0	9.0	2.0
0.0	9.0	6.0
0.0	13.0	4.0
0.0	11.0	5.0
0.0	13.0	8.0
0.0	5.0	3.0
3.0	20.0	3.0
3.0	5.0	4.0
1.0	6.0	5.0
1.0	1.0	3.0
1.0	23.0	13.0
1.0	5.0	0.0
2.0	18.0	1.0
0.0	5.0	6.0
0.0	11.0	4.0
3.0	12.0	9.0
2.0	19.0	7.0
1.0	5.0	4.0
0.0	5.0	8.0
0.0	3.0	4.0
1.0	9.0	5.0
3.0	35.0	10.0
0.0	4.0	3.0
1.0	4.0	5.0
3.0	31.0	21.0
1.0	2.0	3.0
1.0	12.0	6.0
0.0	9.0	6.0
1.0	19.0	7.0
2.0	20.0	10.0
0.0	3.0	5.0
1.0	1.0	2.0
2.0	5.0	10.0
1.0	2.0	1.0
0.0	3.0	0.0
1.0	2.0	0.0
0.0	6.0	2.0
0.0	3.0	4.0
1.0	7.0	0.0
0.0	34.0	13.0
1.0	9.0	7.0
0.0	18.0	5.0
1.0	8.0	2.0
1.0	3.0	2.0
0.0	0.0	2.0
0.0	2.0	2.0
1.0	10.0	5.0
1.0	4.0	1.0
1.0	19.0	4.0
0.0	5.0	2.0
0.0	9.0	2.0
1.0	8.0	6.0
0.0	24.0	32.0
15.0	8.0	6.0
0.0	11.0	5.0
1.0	25.0	13.0
0.0	3.0	6.0
0.0	2.0	2.0
2.0	33.0	20.0
1.0	14.0	8.0
0.0	7.0	5.0
0.0	0.0	5.0
0.0	8.0	3.0
0.0	5.0	2.0
3.0	12.0	3.0
0.0	31.0	11.0
1.0	8.0	3.0
0.0	23.0	25.0
3.0	14.0	16.0
0.0	10.0	3.0
0.0	7.0	1.0
0.0	7.0	2.0
0.0	7.0	2.0
2.0	10.0	8.0
1.0	5.0	5.0
4.0	31.0	29.0
1.0	16.0	12.0
1.0	10.0	6.0
0.0	9.0	3.0
2.0	5.0	0.0
0.0	2.0	6.0
0.0	17.0	4.0
0.0	1.0	4.0
0.0	6.0	9.0
0.0	15.0	1.0
1.0	5.0	6.0
3.0	1.0	5.0
1.0	5.0	8.0
1.0	4.0	2.0
0.0	13.0	4.0
0.0	8.0	4.0
1.0	4.0	2.0
0.0	3.0	5.0
0.0	8.0	6.0
0.0	1.0	5.0
0.0	1.0	3.0
0.0	27.0	20.0
0.0	6.0	7.0
0.0	9.0	2.0
0.0	8.0	4.0
0.0	6.0	1.0
0.0	0.0	0.0
99.0	0.0	0.0
1.0	5.0	3.0
0.0	2.0	5.0
0.0	4.0	6.0
6.0	19.0	11.0
1.0	2.0	5.0
0.0	3.0	2.0
0.0	4.0	4.0
0.0	2.0	5.0
0.0	9.0	6.0
2.0	1.0	2.0
0.0	9.0	3.0
0.0	2.0	4.0
0.0	2.0	2.0
0.0	4.0	5.0
0.0	20.0	4.0
1.0	17.0	6.0
2.0	6.0	4.0
0.0	18.0	11.0
0.0	11.0	3.0
0.0	11.0	2.0
2.0	11.0	2.0
1.0	3.0	2.0
1.0	6.0	4.0
0.0	5.0	4.0
0.0	19.0	6.0
3.0	8.0	0.0
0.0	1.0	3.0
1.0	4.0	0.0
1.0	11.0	0.0
0.0	5.0	2.0
0.0	13.0	9.0
1.0	2.0	6.0
2.0	5.0	0.0
0.0	1.0	1.0
0.0	1.0	3.0
0.0	3.0	2.0
0.0	4.0	4.0
0.0	4.0	4.0
1.0	9.0	4.0
1.0	45.0	41.0
1.0	5.0	3.0
0.0	1.0	2.0
0.0	9.0	3.0
2.0	31.0	9.0
0.0	7.0	3.0
0.0	22.0	14.0
2.0	36.0	14.0
1.0	7.0	7.0
1.0	8.0	2.0
15.0	6.0	4.0
2.0	25.0	7.0
2.0	5.0	2.0
4.0	19.0	8.0
1.0	7.0	3.0
1.0	1.0	2.0
2.0	4.0	4.0
2.0	4.0	5.0
0.0	5.0	0.0
2.0	26.0	19.0
2.0	7.0	3.0
0.0	4.0	0.0
0.0	7.0	1.0
4.0	7.0	6.0
4.0	6.0	4.0
1.0	13.0	12.0
0.0	1.0	2.0
0.0	4.0	6.0
1.0	6.0	1.0
3.0	36.0	18.0
1.0	63.0	22.0
0.0	27.0	15.0
3.0	1.0	4.0
3.0	5.0	2.0
2.0	48.0	10.0
2.0	19.0	5.0
0.0	7.0	5.0
0.0	5.0	5.0
0.0	2.0	8.0
1.0	26.0	20.0
0.0	2.0	2.0
0.0	10.0	3.0
2.0	7.0	1.0
0.0	6.0	1.0
0.0	2.0	0.0
0.0	9.0	1.0
0.0	5.0	6.0
1.0	3.0	1.0
0.0	14.0	12.0
0.0	2.0	4.0
0.0	3.0	5.0
1.0	7.0	7.0
26.0	11.0	7.0
0.0	11.0	5.0
1.0	2.0	7.0
7.0	6.0	1.0
1.0	8.0	3.0
177.0	8.0	12.0
0.0	7.0	2.0
0.0	3.0	8.0
0.0	12.0	7.0
1.0	8.0	8.0
0.0	4.0	3.0
0.0	8.0	4.0
0.0	6.0	4.0
