"YLR044C"	"YHR174W"	"YPR035W"
"2901_YPDRapa"	10	18	3
"2902_YPDRapa"	26	24	10
"2903_YPDRapa"	63	51	10
"2904_YPDRapa"	26	25	4
"2905_YPDRapa"	36	38	4
"2906_YPDRapa"	21	22	3
"2907_YPDRapa"	7	15	4
"2908_YPDRapa"	41	34	8
"2909_YPDRapa"	11	19	2
"2910_YPDRapa"	50	49	16
"2911_YPDRapa"	50	60	13
"2912_YPDRapa"	110	87	27
"2913_YPDRapa"	36	43	8
"2914_YPDRapa"	17	21	0
"2915_YPDRapa"	30	46	10
"2916_YPDRapa"	73	117	25
"2917_YPDRapa"	49	49	8
"2918_YPDRapa"	33	53	7
"2919_YPDRapa"	27	34	7
"2920_YPDRapa"	16	12	3
"2921_YPDRapa"	15	26	5
"2922_YPDRapa"	54	47	6
"2923_YPDRapa"	72	117	27
"2924_YPDRapa"	23	20	2
"2925_YPDRapa"	43	51	7
"2926_YPDRapa"	34	35	14
"2927_YPDRapa"	35	31	5
"2928_YPDRapa"	21	20	7
"2929_YPDRapa"	27	12	4
"2930_YPDRapa"	18	17	0
"2931_YPDRapa"	17	16	2
"2932_YPDRapa"	28	40	4
"2933_YPDRapa"	46	49	3
"2934_YPDRapa"	64	103	17
"2935_YPDRapa"	9	15	3
"2936_YPDRapa"	35	64	12
"2937_YPDRapa"	28	35	7
"2938_YPDRapa"	24	31	5
"2939_YPDRapa"	68	88	5
"2940_YPDRapa"	11	17	4
"2941_YPDRapa"	12	22	3
"2942_YPDRapa"	19	24	5
"2943_YPDRapa"	42	25	9
"2944_YPDRapa"	34	29	8
"2945_YPDRapa"	98	97	12
"2946_YPDRapa"	19	34	5
"2947_YPDRapa"	40	64	17
"2948_YPDRapa"	27	29	7
"2949_YPDRapa"	15	18	0
"2950_YPDRapa"	33	22	8
"2951_YPDRapa"	124	108	22
"2952_YPDRapa"	67	70	10
"2953_YPDRapa"	23	20	5
"2954_YPDRapa"	26	18	6
"2955_YPDRapa"	18	27	2
"2956_YPDRapa"	56	64	7
"2957_YPDRapa"	25	35	12
"2958_YPDRapa"	61	30	4
"2959_YPDRapa"	102	73	22
"2960_YPDRapa"	37	33	9
"2961_YPDRapa"	44	49	4
"2962_YPDRapa"	16	28	8
"2963_YPDRapa"	27	25	2
"2964_YPDRapa"	49	68	16
"2965_YPDRapa"	18	19	0
"2966_YPDRapa"	27	30	5
"2967_YPDRapa"	44	53	7
"2968_YPDRapa"	22	34	8
"2969_YPDRapa"	31	30	3
"2970_YPDRapa"	59	36	6
"2971_YPDRapa"	14	25	1
"2972_YPDRapa"	19	17	6
"2973_YPDRapa"	48	42	3
"2974_YPDRapa"	19	18	4
"2975_YPDRapa"	27	52	2
"2976_YPDRapa"	19	17	10
"2977_YPDRapa"	24	20	4
"2978_YPDRapa"	10	12	1
"2979_YPDRapa"	14	16	1
"2980_YPDRapa"	35	37	8
"2981_YPDRapa"	28	22	5
"2982_YPDRapa"	28	33	4
"2983_YPDRapa"	19	22	10
"2984_YPDRapa"	22	36	7
"2985_YPDRapa"	46	50	13
"2986_YPDRapa"	42	25	12
"2987_YPDRapa"	21	28	5
"2988_YPDRapa"	54	61	10
"2989_YPDRapa"	39	32	9
"2990_YPDRapa"	20	31	4
"2991_YPDRapa"	21	7	4
"2992_YPDRapa"	20	22	3
"2993_YPDRapa"	25	29	9
"2994_YPDRapa"	9	14	3
"2995_YPDRapa"	15	16	1
"2996_YPDRapa"	56	70	21
"2997_YPDRapa"	103	78	14
"2998_YPDRapa"	17	23	3
"2999_YPDRapa"	6	19	4
"3000_YPDRapa"	16	25	2
"3001_YPDRapa"	14	15	3
"3002_YPDRapa"	40	35	5
"3003_YPDRapa"	14	25	3
"3004_YPDRapa"	132	111	18
"3005_YPDRapa"	19	28	5
"3006_YPDRapa"	42	56	8
"3007_YPDRapa"	25	20	6
"3008_YPDRapa"	30	16	3
"3009_YPDRapa"	44	64	7
"3010_YPDRapa"	19	18	7
"3011_YPDRapa"	17	38	4
"3012_YPDRapa"	15	20	2
"3013_YPDRapa"	24	40	6
"3014_YPDRapa"	11	11	4
"3015_YPDRapa"	31	46	4
"3016_YPDRapa"	16	16	1
"3017_YPDRapa"	34	44	6
"3018_YPDRapa"	33	24	1
"3019_YPDRapa"	29	33	6
"3020_YPDRapa"	49	49	11
"3021_YPDRapa"	26	39	7
"3022_YPDRapa"	36	33	3
"3023_YPDRapa"	25	28	6
"3024_YPDRapa"	27	30	8
"3025_YPDRapa"	31	20	1
"3026_YPDRapa"	19	34	2
"3027_YPDRapa"	20	25	7
"3028_YPDRapa"	51	47	9
"3029_YPDRapa"	10	24	1
"3030_YPDRapa"	17	18	4
"3031_YPDRapa"	41	61	8
"3032_YPDRapa"	24	20	1
"3033_YPDRapa"	10	22	3
"3034_YPDRapa"	26	26	8
"3035_YPDRapa"	13	16	3
"3036_YPDRapa"	35	35	4
"3037_YPDRapa"	33	23	5
"3038_YPDRapa"	6	11	4
"3039_YPDRapa"	28	35	5
"3040_YPDRapa"	47	46	8
"3041_YPDRapa"	19	29	5
"3042_YPDRapa"	28	10	7
"3043_YPDRapa"	18	23	4
"3044_YPDRapa"	42	38	8
"3045_YPDRapa"	10	8	6
"3046_YPDRapa"	26	35	10
"3047_YPDRapa"	12	20	7
"3048_YPDRapa"	31	37	8
"3049_YPDRapa"	9	26	10
"3050_YPDRapa"	69	85	18
"3051_YPDRapa"	18	32	4
"3052_YPDRapa"	54	54	12
"3053_YPDRapa"	36	46	11
"3054_YPDRapa"	35	41	3
"3055_YPDRapa"	53	47	13
"3056_YPDRapa"	33	59	11
"3057_YPDRapa"	14	11	1
"3058_YPDRapa"	17	15	2
"3059_YPDRapa"	19	15	8
"3060_YPDRapa"	27	49	8
"3061_YPDRapa"	16	48	8
"3062_YPDRapa"	36	38	13
"3063_YPDRapa"	26	17	2
"3064_YPDRapa"	21	17	1
"3065_YPDRapa"	41	53	10
"3066_YPDRapa"	3	11	3
"3067_YPDRapa"	39	35	4
"3068_YPDRapa"	31	17	6
"3069_YPDRapa"	41	46	6
"3070_YPDRapa"	79	54	7
"3071_YPDRapa"	24	45	5
"3072_YPDRapa"	45	64	15
"3073_YPDRapa"	12	22	5
"3074_YPDRapa"	9	18	4
"3075_YPDRapa"	28	26	8
"3076_YPDRapa"	22	15	2
"3077_YPDRapa"	23	12	4
"3078_YPDRapa"	23	16	2
"3079_YPDRapa"	26	27	3
"3080_YPDRapa"	18	29	2
"3081_YPDRapa"	68	46	11
"3082_YPDRapa"	40	64	18
"3083_YPDRapa"	40	56	12
"3084_YPDRapa"	17	28	5
"3085_YPDRapa"	27	36	4
"3086_YPDRapa"	24	21	3
"3087_YPDRapa"	18	46	2
"3088_YPDRapa"	44	49	7
"3089_YPDRapa"	15	20	5
"3090_YPDRapa"	31	65	6
"3091_YPDRapa"	13	17	1
"3092_YPDRapa"	24	11	3
"3093_YPDRapa"	39	35	8
"3094_YPDRapa"	26	51	4
"3095_YPDRapa"	16	19	5
"3096_YPDRapa"	44	43	10
"3097_YPDRapa"	37	78	7
"3098_YPDRapa"	46	75	22
"3099_YPDRapa"	22	27	9
"3100_YPDRapa"	48	24	4
"3101_YPDRapa"	16	16	3
"3102_YPDRapa"	76	63	5
"3103_YPDRapa"	29	38	7
"3104_YPDRapa"	13	18	7
"3105_YPDRapa"	103	152	33
"3106_YPDRapa"	17	21	3
"3107_YPDRapa"	19	23	4
"3108_YPDRapa"	18	26	3
"3109_YPDRapa"	10	16	2
"3110_YPDRapa"	61	44	10
"3111_YPDRapa"	50	41	7
"3112_YPDRapa"	50	46	12
"3113_YPDRapa"	58	53	14
"3114_YPDRapa"	72	49	7
"3115_YPDRapa"	23	18	8
"3116_YPDRapa"	26	22	11
"3117_YPDRapa"	22	25	2
"3118_YPDRapa"	7	11	3
"3119_YPDRapa"	19	10	2
"3120_YPDRapa"	24	30	6
"3121_YPDRapa"	33	31	4
"3122_YPDRapa"	33	44	9
"3123_YPDRapa"	43	67	16
"3124_YPDRapa"	55	51	5
"3125_YPDRapa"	37	39	7
"3126_YPDRapa"	28	35	4
"3127_YPDRapa"	22	29	1
"3128_YPDRapa"	34	54	7
"3129_YPDRapa"	19	31	10
"3130_YPDRapa"	37	41	9
"3131_YPDRapa"	40	44	5
"3132_YPDRapa"	19	28	2
"3133_YPDRapa"	10	21	3
"3134_YPDRapa"	24	19	5
"3135_YPDRapa"	50	78	21
"3136_YPDRapa"	26	25	1
"3137_YPDRapa"	29	55	10
"3138_YPDRapa"	19	37	4
"3139_YPDRapa"	38	41	13
"3140_YPDRapa"	60	73	17
"3141_YPDRapa"	6	23	8
"3142_YPDRapa"	53	50	10
"3143_YPDRapa"	26	55	8
"3144_YPDRapa"	30	28	3
"3145_YPDRapa"	17	14	1
"3146_YPDRapa"	25	26	3
"3147_YPDRapa"	13	16	5
"3148_YPDRapa"	28	53	9
"3149_YPDRapa"	25	12	6
"3150_YPDRapa"	22	19	1
"3151_YPDRapa"	14	11	3
"3152_YPDRapa"	65	37	6
"3153_YPDRapa"	25	25	11
"3154_YPDRapa"	49	22	2
"3155_YPDRapa"	52	49	5
"3156_YPDRapa"	15	25	1
"3157_YPDRapa"	21	26	5
"3158_YPDRapa"	18	29	3
"3159_YPDRapa"	29	33	9
"3160_YPDRapa"	51	44	7
"3161_YPDRapa"	10	6	2
"3162_YPDRapa"	10	9	5
"3163_YPDRapa"	63	36	8
"3164_YPDRapa"	51	54	9
"3165_YPDRapa"	32	43	8
"3166_YPDRapa"	62	52	9
"3167_YPDRapa"	21	22	2
"3168_YPDRapa"	22	44	7
"3169_YPDRapa"	15	20	5
"3170_YPDRapa"	40	56	15
"3171_YPDRapa"	95	96	14
"3172_YPDRapa"	35	52	10
"3173_YPDRapa"	102	140	19
"3174_YPDRapa"	24	31	9
"3175_YPDRapa"	25	57	14
"3176_YPDRapa"	17	16	0
"3177_YPDRapa"	21	15	4
"3178_YPDRapa"	39	62	16
"3179_YPDRapa"	31	27	1
"3180_YPDRapa"	45	41	13
"3181_YPDRapa"	42	52	8
"3182_YPDRapa"	59	51	8
"3183_YPDRapa"	24	8	3
"3184_YPDRapa"	13	21	6
"3185_YPDRapa"	40	71	17
"3186_YPDRapa"	18	18	2
"3187_YPDRapa"	9	10	2
"3188_YPDRapa"	129	89	26
"3189_YPDRapa"	95	145	23
"3190_YPDRapa"	58	30	5
"3191_YPDRapa"	34	18	2
"3192_YPDRapa"	27	26	2
"3193_YPDRapa"	15	32	2
"3194_YPDRapa"	76	83	8
"3195_YPDRapa"	6	24	8
"3196_YPDRapa"	30	28	5
"3197_YPDRapa"	20	37	7
"3198_YPDRapa"	21	28	6
"3199_YPDRapa"	12	28	7
"3200_YPDRapa"	54	50	11
"3201_YPDRapa"	39	39	3
"3202_YPDRapa"	24	32	2
"3203_YPDRapa"	106	102	25
"3204_YPDRapa"	44	39	7
"3205_YPDRapa"	36	40	6
"3206_YPDRapa"	35	33	5
"3207_YPDRapa"	29	41	7
"3208_YPDRapa"	14	26	5
"3209_YPDRapa"	21	40	4
"3210_YPDRapa"	71	50	8
"3211_YPDRapa"	18	19	6
"3212_YPDRapa"	34	33	8
"3213_YPDRapa"	28	40	3
"3214_YPDRapa"	17	40	11
"3215_YPDRapa"	24	22	6
"3216_YPDRapa"	20	16	4
"3217_YPDRapa"	47	52	9
"3218_YPDRapa"	14	10	2
"3219_YPDRapa"	92	50	10
"3220_YPDRapa"	32	55	11
"3221_YPDRapa"	44	39	7
"3222_YPDRapa"	15	19	1
"3223_YPDRapa"	21	51	12
"3224_YPDRapa"	14	19	1
"3225_YPDRapa"	43	41	16
"3226_YPDRapa"	29	30	2
"3227_YPDRapa"	18	35	5
"3228_YPDRapa"	9	19	0
"3229_YPDRapa"	8	20	3
"3230_YPDRapa"	66	68	14
"3231_YPDRapa"	52	76	22
"3232_YPDRapa"	42	39	10
"3233_YPDRapa"	26	13	0
"3234_YPDRapa"	70	56	8
"3235_YPDRapa"	7	10	1
"3236_YPDRapa"	19	24	6
"3237_YPDRapa"	17	33	4
"3238_YPDRapa"	23	13	7
"3239_YPDRapa"	69	67	11
"3240_YPDRapa"	29	24	6
"3241_YPDRapa"	13	20	3
"3242_YPDRapa"	13	19	5
"3243_YPDRapa"	19	19	6
"3244_YPDRapa"	36	34	5
"3245_YPDRapa"	52	80	16
"3246_YPDRapa"	35	26	8
"3247_YPDRapa"	9	5	1
"3248_YPDRapa"	17	18	1
"3249_YPDRapa"	20	41	4
"3250_YPDRapa"	15	32	8
"3251_YPDRapa"	18	12	10
"3252_YPDRapa"	17	23	3
"3253_YPDRapa"	13	30	4
"3254_YPDRapa"	25	23	5
"3255_YPDRapa"	15	19	5
"3256_YPDRapa"	27	11	5
"3257_YPDRapa"	89	63	0
"3258_YPDRapa"	50	51	3
"3259_YPDRapa"	19	9	5
"3260_YPDRapa"	15	12	7
"3261_YPDRapa"	47	55	11
"3262_YPDRapa"	10	15	3
"3263_YPDRapa"	27	27	6
"3264_YPDRapa"	80	91	26
"3265_YPDRapa"	5	11	1
"3266_YPDRapa"	57	34	5
"3267_YPDRapa"	70	80	14
"3268_YPDRapa"	28	28	2
"3269_YPDRapa"	17	19	3
"3270_YPDRapa"	176	148	29
"3271_YPDRapa"	22	34	9
"3272_YPDRapa"	23	19	5
"3273_YPDRapa"	20	35	6
"3274_YPDRapa"	21	22	4
"3275_YPDRapa"	14	31	6
"3276_YPDRapa"	27	44	6
"3277_YPDRapa"	65	20	7
"3278_YPDRapa"	31	25	9
"3279_YPDRapa"	39	68	12
"3280_YPDRapa"	25	33	6
"3281_YPDRapa"	12	12	5
"3282_YPDRapa"	46	57	12
"3283_YPDRapa"	31	27	14
"3284_YPDRapa"	25	29	0
"3285_YPDRapa"	22	26	8
"3286_YPDRapa"	23	28	11
"3287_YPDRapa"	32	24	3
"3288_YPDRapa"	27	13	3
"3289_YPDRapa"	24	22	5
"3290_YPDRapa"	63	66	10
"3291_YPDRapa"	35	36	5
"3292_YPDRapa"	8	12	1
"3293_YPDRapa"	40	36	3
"3294_YPDRapa"	61	89	13
"3295_YPDRapa"	21	47	4
"3296_YPDRapa"	33	27	3
"3297_YPDRapa"	42	28	6
"3298_YPDRapa"	16	26	5
"3299_YPDRapa"	30	40	9
"3300_YPDRapa"	16	43	8
"3301_YPDRapa"	24	21	6
"3302_YPDRapa"	49	61	16
"3303_YPDRapa"	48	38	9
"3304_YPDRapa"	37	42	6
"3305_YPDRapa"	28	21	2
"3306_YPDRapa"	32	28	7
"3307_YPDRapa"	64	49	6
"3308_YPDRapa"	78	73	21
"3309_YPDRapa"	18	21	4
"3310_YPDRapa"	24	12	2
"3311_YPDRapa"	74	73	12
"3312_YPDRapa"	17	17	10
"3313_YPDRapa"	28	53	7
"3314_YPDRapa"	26	32	10
"3315_YPDRapa"	23	14	6
"3316_YPDRapa"	16	27	2
"3317_YPDRapa"	24	27	4
"3318_YPDRapa"	16	11	10
"3319_YPDRapa"	15	28	2
"3320_YPDRapa"	19	36	3
"3321_YPDRapa"	97	110	20
"3322_YPDRapa"	5	3	2
"3323_YPDRapa"	55	74	18
"3324_YPDRapa"	17	13	2
"3325_YPDRapa"	18	14	6
"3326_YPDRapa"	15	17	0
"3327_YPDRapa"	20	44	8
"3328_YPDRapa"	27	44	4
"3329_YPDRapa"	21	23	3
"3330_YPDRapa"	12	18	6
"3331_YPDRapa"	20	25	7
"3332_YPDRapa"	17	26	0
"3333_YPDRapa"	10	30	4
"3334_YPDRapa"	30	27	6
"3335_YPDRapa"	20	30	5
"3336_YPDRapa"	32	40	8
"3337_YPDRapa"	24	41	13
"3338_YPDRapa"	13	22	6
"3339_YPDRapa"	29	37	7
"3340_YPDRapa"	47	61	8
"3341_YPDRapa"	15	17	5
"3342_YPDRapa"	31	43	11
"3343_YPDRapa"	22	29	2
"3344_YPDRapa"	33	55	7
"3345_YPDRapa"	45	48	10
"3346_YPDRapa"	27	8	1
"3347_YPDRapa"	19	35	5
"3348_YPDRapa"	72	70	13
"3349_YPDRapa"	39	44	9
"3350_YPDRapa"	32	55	11
"3351_YPDRapa"	12	17	2
"3352_YPDRapa"	52	66	14
"3353_YPDRapa"	54	30	2
"3354_YPDRapa"	19	26	3
"3355_YPDRapa"	16	21	2
"3356_YPDRapa"	10	7	2
"3357_YPDRapa"	66	55	11
"3358_YPDRapa"	17	37	5
"3359_YPDRapa"	33	24	0
"3360_YPDRapa"	18	24	2
"3361_YPDRapa"	26	29	4
"3362_YPDRapa"	33	57	11
"3363_YPDRapa"	27	17	4
"3364_YPDRapa"	19	16	5
"3365_YPDRapa"	13	14	0
"3366_YPDRapa"	37	49	10
"3367_YPDRapa"	66	90	18
"3368_YPDRapa"	32	17	1
"3369_YPDRapa"	19	18	3
"3370_YPDRapa"	51	38	12
"3371_YPDRapa"	75	112	20
"3372_YPDRapa"	11	16	3
"3373_YPDRapa"	17	23	5
"3374_YPDRapa"	22	30	5
"3375_YPDRapa"	12	17	3
"3376_YPDRapa"	13	15	4
"3377_YPDRapa"	18	22	2
"3378_YPDRapa"	33	37	8
"3379_YPDRapa"	24	27	7
"3380_YPDRapa"	30	40	3
"3381_YPDRapa"	19	29	1
"3382_YPDRapa"	9	8	1
"3383_YPDRapa"	10	22	5
"3384_YPDRapa"	43	53	6
"3385_YPDRapa"	8	10	3
"3386_YPDRapa"	27	37	11
"3387_YPDRapa"	27	14	1
"3388_YPDRapa"	33	40	15
"3389_YPDRapa"	70	61	13
"3390_YPDRapa"	17	22	3
"3391_YPDRapa"	16	15	3
"3392_YPDRapa"	34	32	6
"3393_YPDRapa"	12	33	7
"3394_YPDRapa"	8	11	4
"3395_YPDRapa"	27	31	7
"3396_YPDRapa"	27	18	5
"3397_YPDRapa"	23	34	1
"3398_YPDRapa"	52	49	5
"3399_YPDRapa"	7	22	3
"3400_YPDRapa"	27	21	12
"3401_YPDRapa"	17	20	1
"3402_YPDRapa"	11	18	9
"3403_YPDRapa"	65	49	6
"3404_YPDRapa"	55	65	12
"3405_YPDRapa"	30	41	7
"3406_YPDRapa"	20	23	2
"3407_YPDRapa"	9	10	1
"3408_YPDRapa"	28	27	0
"3409_YPDRapa"	12	28	2
"3410_YPDRapa"	43	45	7
"3411_YPDRapa"	25	38	1
"3412_YPDRapa"	79	69	22
"3413_YPDRapa"	91	67	19
"3414_YPDRapa"	16	12	5
"3415_YPDRapa"	33	33	3
"3416_YPDRapa"	17	19	5
"3417_YPDRapa"	16	20	5
"3418_YPDRapa"	39	60	9
"3419_YPDRapa"	43	43	11
"3420_YPDRapa"	40	27	5
"3421_YPDRapa"	27	24	5
"3422_YPDRapa"	9	18	1
"3423_YPDRapa"	56	67	6
"3424_YPDRapa"	5	11	4
"3425_YPDRapa"	26	31	3
"3426_YPDRapa"	25	23	2
"3427_YPDRapa"	20	21	3
"3428_YPDRapa"	31	35	1
"3429_YPDRapa"	21	30	2
"3430_YPDRapa"	13	18	4
"3431_YPDRapa"	12	22	2
"3432_YPDRapa"	40	44	4
"3433_YPDRapa"	40	41	6
"3434_YPDRapa"	23	29	7
"3435_YPDRapa"	26	23	6
"3436_YPDRapa"	104	115	26
"3437_YPDRapa"	49	44	11
"3438_YPDRapa"	12	18	3
"3439_YPDRapa"	61	70	13
"3440_YPDRapa"	44	42	8
"3441_YPDRapa"	11	20	3
"3442_YPDRapa"	123	124	23
"3443_YPDRapa"	30	13	2
"3444_YPDRapa"	39	36	0
"3445_YPDRapa"	9	18	5
"3446_YPDRapa"	37	31	6
"3447_YPDRapa"	31	44	4
"3448_YPDRapa"	37	36	10
"3449_YPDRapa"	22	29	2
"3450_YPDRapa"	23	19	1
"3451_YPDRapa"	24	46	6
"3452_YPDRapa"	26	16	3
"3453_YPDRapa"	18	17	4
"3454_YPDRapa"	40	33	6
"3455_YPDRapa"	25	42	6
"3456_YPDRapa"	22	21	2
"3457_YPDRapa"	11	14	2
"3458_YPDRapa"	47	36	7
"3459_YPDRapa"	16	8	2
"3460_YPDRapa"	14	16	2
"3461_YPDRapa"	9	19	2
"3462_YPDRapa"	10	20	3
"3463_YPDRapa"	7	14	2
"3464_YPDRapa"	36	35	2
"3465_YPDRapa"	16	33	12
"3466_YPDRapa"	36	38	5
"3467_YPDRapa"	17	12	2
"3468_YPDRapa"	25	42	8
"3469_YPDRapa"	84	94	30
"3470_YPDRapa"	20	14	8
"3471_YPDRapa"	75	86	10
"3472_YPDRapa"	10	18	6
"3473_YPDRapa"	32	32	5
"3474_YPDRapa"	53	62	14
"3475_YPDRapa"	14	24	5
"3476_YPDRapa"	23	19	1
"3477_YPDRapa"	35	48	9
"3478_YPDRapa"	73	102	18
"3479_YPDRapa"	27	21	5
"3480_YPDRapa"	15	30	1
"3481_YPDRapa"	37	37	12
"3482_YPDRapa"	17	13	5
"3483_YPDRapa"	33	24	2
"3484_YPDRapa"	22	37	7
"3485_YPDRapa"	52	58	9
"3486_YPDRapa"	48	58	6
"3487_YPDRapa"	21	44	11
"3488_YPDRapa"	21	35	14
"3489_YPDRapa"	18	14	3
"3490_YPDRapa"	15	27	8
"3491_YPDRapa"	23	20	2
"3492_YPDRapa"	52	60	7
"3493_YPDRapa"	37	52	10
"3494_YPDRapa"	11	13	2
"3495_YPDRapa"	15	16	7
"3496_YPDRapa"	6	16	1
"3497_YPDRapa"	22	25	5
"3498_YPDRapa"	26	17	4
"3499_YPDRapa"	16	33	2
"3500_YPDRapa"	30	38	11
"3501_YPDRapa"	9	22	6
"3502_YPDRapa"	20	23	3
"3503_YPDRapa"	20	21	2
"3504_YPDRapa"	14	33	6
"3505_YPDRapa"	23	21	3
"3506_YPDRapa"	27	52	5
"3507_YPDRapa"	55	34	6
"3508_YPDRapa"	27	33	0
"3509_YPDRapa"	54	34	3
"3510_YPDRapa"	29	28	8
"3511_YPDRapa"	24	20	2
"3512_YPDRapa"	24	16	6
"3513_YPDRapa"	26	36	5
"3514_YPDRapa"	94	60	7
"3515_YPDRapa"	35	60	10
"3516_YPDRapa"	33	31	5
"3517_YPDRapa"	15	25	4
"3518_YPDRapa"	12	29	8
"3519_YPDRapa"	13	20	4
"3520_YPDRapa"	24	52	12
"3521_YPDRapa"	38	48	7
"3522_YPDRapa"	29	35	3
"3523_YPDRapa"	18	20	2
"3524_YPDRapa"	37	48	6
"3525_YPDRapa"	19	17	2
"3526_YPDRapa"	30	60	6
"3527_YPDRapa"	18	16	6
"3528_YPDRapa"	26	27	4
"3529_YPDRapa"	24	20	1
"3530_YPDRapa"	17	35	4
"3531_YPDRapa"	15	24	3
"3532_YPDRapa"	10	17	3
"3533_YPDRapa"	11	7	1
"3534_YPDRapa"	23	24	1
"3535_YPDRapa"	23	31	2
"3536_YPDRapa"	16	23	6
"3537_YPDRapa"	27	12	2
"3538_YPDRapa"	11	15	2
"3539_YPDRapa"	28	40	8
"3540_YPDRapa"	49	41	9
"3541_YPDRapa"	48	43	9
"3542_YPDRapa"	48	63	14
"3543_YPDRapa"	15	18	5
"3544_YPDRapa"	23	16	3
"3545_YPDRapa"	38	47	5
"3546_YPDRapa"	45	51	8
"3547_YPDRapa"	43	21	1
"3548_YPDRapa"	21	18	1
"3549_YPDRapa"	39	39	12
"3550_YPDRapa"	53	51	12
"3551_YPDRapa"	16	7	1
"3552_YPDRapa"	101	106	28
"3553_YPDRapa"	25	20	7
"3554_YPDRapa"	24	33	5
"3555_YPDRapa"	22	37	8
"3556_YPDRapa"	28	32	4
"3557_YPDRapa"	18	27	3
"3558_YPDRapa"	40	40	6
"3559_YPDRapa"	19	27	1
"3560_YPDRapa"	22	15	4
"3561_YPDRapa"	7	10	0
"3562_YPDRapa"	33	30	4
"3563_YPDRapa"	14	14	2
"3564_YPDRapa"	13	28	4
"3565_YPDRapa"	10	18	1
"3566_YPDRapa"	12	35	0
"3567_YPDRapa"	14	11	0
"3568_YPDRapa"	28	36	10
"3569_YPDRapa"	42	49	7
"3570_YPDRapa"	39	38	0
"3571_YPDRapa"	10	21	6
"3572_YPDRapa"	82	75	17
"3573_YPDRapa"	21	41	10
"3574_YPDRapa"	18	42	5
"3575_YPDRapa"	32	27	4
"3576_YPDRapa"	7	14	2
"3577_YPDRapa"	18	22	4
"3578_YPDRapa"	50	58	11
"3579_YPDRapa"	20	30	4
"3580_YPDRapa"	17	22	5
"3581_YPDRapa"	21	11	3
"3582_YPDRapa"	48	30	8
"3583_YPDRapa"	11	18	0
"3584_YPDRapa"	27	43	15
"3585_YPDRapa"	25	48	5
"3586_YPDRapa"	16	5	2
"3587_YPDRapa"	25	58	4
"3588_YPDRapa"	39	51	11
"3589_YPDRapa"	15	30	3
"3590_YPDRapa"	51	55	11
"3591_YPDRapa"	121	82	16
"3592_YPDRapa"	38	27	3
"3593_YPDRapa"	70	69	2
"3594_YPDRapa"	64	48	14
"3595_YPDRapa"	69	73	8
"3596_YPDRapa"	15	23	4
"3597_YPDRapa"	15	13	9
"3598_YPDRapa"	7	13	5
"3599_YPDRapa"	50	43	6
"3600_YPDRapa"	45	41	7
"3601_YPDRapa"	4	8	3
"3602_YPDRapa"	14	23	1
"3603_YPDRapa"	18	30	2
"3604_YPDRapa"	20	21	1
"3605_YPDRapa"	25	15	2
"3606_YPDRapa"	10	14	4
"3607_YPDRapa"	36	53	7
"3608_YPDRapa"	59	25	5
"3609_YPDRapa"	26	32	10
"3610_YPDRapa"	26	23	7
"3611_YPDRapa"	32	30	11
"3612_YPDRapa"	29	31	7
"3613_YPDRapa"	11	14	0
"3614_YPDRapa"	20	25	7
"3615_YPDRapa"	32	25	6
"3616_YPDRapa"	11	15	4
"3617_YPDRapa"	44	56	12
"3618_YPDRapa"	21	12	5
"3619_YPDRapa"	17	17	4
"3620_YPDRapa"	25	25	3
"3621_YPDRapa"	16	15	3
"3622_YPDRapa"	28	17	3
"3623_YPDRapa"	28	26	10
"3624_YPDRapa"	45	34	9
"3625_YPDRapa"	11	25	4
"3626_YPDRapa"	27	30	2
"3627_YPDRapa"	15	24	4
"3628_YPDRapa"	9	18	4
"3629_YPDRapa"	89	74	16
"3630_YPDRapa"	33	33	12
"3631_YPDRapa"	34	48	8
"3632_YPDRapa"	30	26	3
"3633_YPDRapa"	26	22	0
"3634_YPDRapa"	53	34	9
"3635_YPDRapa"	12	19	5
"3636_YPDRapa"	106	114	21
"3637_YPDRapa"	40	49	14
"3638_YPDRapa"	39	54	7
"3639_YPDRapa"	50	94	22
"3640_YPDRapa"	85	88	12
"3641_YPDRapa"	33	66	5
"3642_YPDRapa"	28	36	3
"3643_YPDRapa"	25	15	9
"3644_YPDRapa"	31	47	11
"3645_YPDRapa"	18	13	0
"3646_YPDRapa"	98	77	19
"3647_YPDRapa"	27	14	3
"3648_YPDRapa"	18	28	4
"3649_YPDRapa"	12	9	4
"3650_YPDRapa"	35	43	9
"3651_YPDRapa"	38	43	5
"3652_YPDRapa"	52	40	8
"3653_YPDRapa"	23	42	5
"3654_YPDRapa"	55	58	11
"3655_YPDRapa"	23	37	6
"3656_YPDRapa"	66	67	16
"3657_YPDRapa"	21	15	2
"3658_YPDRapa"	26	20	0
"3659_YPDRapa"	43	40	8
"3660_YPDRapa"	26	68	20
"3661_YPDRapa"	18	23	2
"3662_YPDRapa"	20	23	1
"3663_YPDRapa"	7	14	2
"3664_YPDRapa"	24	30	7
"3665_YPDRapa"	99	86	13
"3666_YPDRapa"	12	17	4
"3667_YPDRapa"	21	27	6
"3668_YPDRapa"	17	36	12
"3669_YPDRapa"	16	21	9
"3670_YPDRapa"	17	16	7
"3671_YPDRapa"	14	14	3
"3672_YPDRapa"	21	12	2
"3673_YPDRapa"	16	12	2
"3674_YPDRapa"	7	16	3
"3675_YPDRapa"	20	34	6
"3676_YPDRapa"	23	20	2
